sequenceID	locus_name	locus_numeric_id	record_id	organism	Species	Group	Class	Superorder	Order	host_family	host_genus	target_datatype	target_version	target_name	scaffold	orientation	extract_start	extract_end	locus_structure	sequence_length
Pteronura_brasiliensis_30714	ecv-circo.51-carnivora	51	1387	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01003052.1	-	30714	31506	Rep-consensus[Carnivore-endogenous-circovirus(-)]	793
Pteronura_brasiliensis_114493	ecv-circo.51-carnivora	51	1403	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01005116.1	+	114493	115442	Rep-consensus[Carnivore-endogenous-circovirus(+)]	950
Pteronura_brasiliensis_30468	ecv-circo.51-carnivora	51	1408	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01008582.1	+	30468	31196	Rep-consensus[Carnivore-endogenous-circovirus(+)]	729
Pteronura_brasiliensis_2495	ecv-circo.51-carnivora	51	1414	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01034484.1	-	2495	3191	Rep-consensus[Carnivore-endogenous-circovirus(-)]	697
Pteronura_brasiliensis_51530	ecv-circo.51-carnivora	51	1422	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01012619.1	-	51530	52243	Rep-consensus[Carnivore-endogenous-circovirus(-)]	714
Pteronura_brasiliensis_93439	ecv-circo.51-carnivora	51	1424	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01002862.1	-	93439	94237	Rep-consensus[Carnivore-endogenous-circovirus(-)]	799
Pteronura_brasiliensis_11426	ecv-circo.51-carnivora	51	1456	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01016747.1	+	11426	11996	Rep-consensus[Carnivore-endogenous-circovirus(+)]	571
Pteronura_brasiliensis_1346	ecv-circo.51-carnivora	51	1465	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01047067.1	+	1346	1957	Rep-consensus[Carnivore-endogenous-circovirus(+)]	612
Pteronura_brasiliensis_13681	ecv-circo.51-carnivora	51	1506	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01017041.1	-	13681	14414	Rep-consensus[Carnivore-endogenous-circovirus(-)]	734
Pteronura_brasiliensis_3354	ecv-circo.51-carnivora	51	1507	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01023452.1	+	3354	4074	Rep-consensus[Carnivore-endogenous-circovirus(+)]	721
Pteronura_brasiliensis_7318	ecv-circo.51-carnivora	51	1509	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01009605.1	-	7318	7994	Rep-consensus[Carnivore-endogenous-circovirus(-)]	677
Pteronura_brasiliensis_11063	ecv-circo.51-carnivora	51	1547	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01027395.1	+	11063	11596	Rep-consensus[Carnivore-endogenous-circovirus(+)]	534
Pteronura_brasiliensis_29649	ecv-circo.51-carnivora	51	1554	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01005339.1	-	29649	30441	Rep-consensus[Carnivore-endogenous-circovirus(-)]	793
Pteronura_brasiliensis_204580	ecv-circo.51-carnivora	51	1560	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01001802.1	-	204580	205153	Rep-consensus[Carnivore-endogenous-circovirus(-)]	574
Pteronura_brasiliensis_5110	ecv-circo.51-carnivora	51	1619	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01020472.1	+	5110	5831	Rep-consensus[Carnivore-endogenous-circovirus(+)]	722
Pteronura_brasiliensis_18964	ecv-circo.51-carnivora	51	1620	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01005034.1	-	18964	19777	Rep-consensus[Carnivore-endogenous-circovirus(-)]	814
Pteronura_brasiliensis_2639	ecv-circo.51-carnivora	51	1648	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01032341.1	+	2639	3391	Rep-consensus[Carnivore-endogenous-circovirus(+)]	753
Pteronura_brasiliensis_9145	ecv-circo.51-carnivora	51	1654	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01024088.1	+	9145	9907	Rep-consensus[Carnivore-endogenous-circovirus(+)]	763
Pteronura_brasiliensis_14566	ecv-circo.51-carnivora	51	1658	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01021618.1	-	14566	15335	Rep-consensus[Carnivore-endogenous-circovirus(-)]	770
Pteronura_brasiliensis_6286	ecv-circo.51-carnivora	51	1665	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01023238.1	-	6286	7011	Rep-consensus[Carnivore-endogenous-circovirus(-)]	726
Pteronura_brasiliensis_90297	ecv-circo.51-carnivora	51	1682	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01000418.1	-	90297	90839	Rep-consensus[Carnivore-endogenous-circovirus(-)]	543
Pteronura_brasiliensis_22668	ecv-circo.51-carnivora	51	1690	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01019891.1	-	22668	23422	Rep-consensus[Carnivore-endogenous-circovirus(-)]	755
Pteronura_brasiliensis_66919	ecv-circo.51-carnivora	51	1699	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01008485.1	-	66919	67642	Rep-consensus[Carnivore-endogenous-circovirus(-)]	724
Pteronura_brasiliensis_17427	ecv-circo.51-carnivora	51	1733	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01002103.1	-	17427	18151	Rep-consensus[Carnivore-endogenous-circovirus(-)]	725
Pteronura_brasiliensis_1973	ecv-circo.51-carnivora	51	1772	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01004211.1	-	1973	2771	Rep-consensus[Carnivore-endogenous-circovirus(-)]	799
Pteronura_brasiliensis_86762	ecv-circo.51-carnivora	51	1790	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01008412.1	-	86762	87313	Rep-consensus[Carnivore-endogenous-circovirus(-)]	552
Pteronura_brasiliensis_67767	ecv-circo.51-carnivora	51	1803	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01009793.1	+	67767	68581	Rep-consensus[Carnivore-endogenous-circovirus(+)]	815
Pteronura_brasiliensis_56253	ecv-circo.51-carnivora	51	1837	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01005181.1	-	56253	57013	Rep-consensus[Carnivore-endogenous-circovirus(-)]	761
Pteronura_brasiliensis_8978	ecv-circo.51-carnivora	51	1849	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01020376.1	+	8978	9733	Rep-consensus[Carnivore-endogenous-circovirus(+)]	756
Pteronura_brasiliensis_171896	ecv-circo.51-carnivora	51	1851	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01002985.1	+	171896	172582	Rep-consensus[Carnivore-endogenous-circovirus(+)]	687
Pteronura_brasiliensis_16217	ecv-circo.51-carnivora	51	1855	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01024695.1	+	16217	16951	Rep-consensus[Carnivore-endogenous-circovirus(+)]	735
Pteronura_brasiliensis_3359	ecv-circo.51-carnivora	51	1883	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01026165.1	+	3359	3649	Rep[Raven-circovirus(+)]	291
Pteronura_brasiliensis_6306	ecv-circo.51-carnivora	51	1890	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01030507.1	-	6306	7026	Rep-consensus[Carnivore-endogenous-circovirus(-)]	721
Pteronura_brasiliensis_15133	ecv-circo.51-carnivora	51	1895	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01019633.1	-	15133	16032	Rep-consensus[Carnivore-endogenous-circovirus(-)]	900
Pteronura_brasiliensis_12401	ecv-circo.51-carnivora	51	1904	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01010636.1	+	12401	13157	Rep-consensus[Carnivore-endogenous-circovirus(+)]	757
Pteronura_brasiliensis_30077	ecv-circo.51-carnivora	51	1965	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01010948.1	+	30077	30767	Rep-consensus[Carnivore-endogenous-circovirus(+)]	691
Pteronura_brasiliensis_60139	ecv-circo.51-carnivora	51	1967	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01011226.1	+	60139	60699	Rep-consensus[Carnivore-endogenous-circovirus(+)]	561
Pteronura_brasiliensis_1627	ecv-circo.51-carnivora	51	1982	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01047241.1	-	1627	1866	Rep[Columbid-circovirus(-)]	240
Pteronura_brasiliensis_18357	ecv-circo.51-carnivora	51	2010	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01015355.1	+	18357	19043	Rep-consensus[Carnivore-endogenous-circovirus(+)]	687
Pteronura_brasiliensis_19785	ecv-circo.51-carnivora	51	2013	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01008485.1	+	19785	20383	Rep-consensus[Carnivore-endogenous-circovirus(+)]	599
Pteronura_brasiliensis_14908	ecv-circo.51-carnivora	51	2020	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01024372.1	+	14908	15688	Rep-consensus[Carnivore-endogenous-circovirus(+)]	781
Pteronura_brasiliensis_55633	ecv-circo.51-carnivora	51	2045	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01004170.1	-	55633	56375	Rep-consensus[Carnivore-endogenous-circovirus(-)]	743
Pteronura_brasiliensis_39507	ecv-circo.51-carnivora	51	2057	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01013444.1	-	39507	40259	Rep-consensus[Carnivore-endogenous-circovirus(-)]	753
Pteronura_brasiliensis_2882	ecv-circo.51-carnivora	51	2061	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01023083.1	-	2882	3289	Rep-consensus[Carnivore-endogenous-circovirus(-)]	408
Pteronura_brasiliensis_15144	ecv-circo.51-carnivora	51	2065	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01017421.1	+	15144	15863	Rep-consensus[Carnivore-endogenous-circovirus(+)]	720
Pteronura_brasiliensis_15414	ecv-circo.51-carnivora	51	2076	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01010742.1	+	15414	16164	Rep-consensus[Carnivore-endogenous-circovirus(+)]	751
Pteronura_brasiliensis_48141	ecv-circo.51-carnivora	51	2162	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01007833.1	+	48141	48341	Rep[Beak-and-feather-disease-virus(+)]	201
Pteronura_brasiliensis_19129	ecv-circo.51-carnivora	51	2179	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01006404.1	+	19129	19875	Rep-consensus[Carnivore-endogenous-circovirus(+)]	747
Pteronura_brasiliensis_3432	ecv-circo.51-carnivora	51	2181	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01021164.1	+	3432	4213	Rep-consensus[Carnivore-endogenous-circovirus(+)]	782
Pteronura_brasiliensis_2406	ecv-circo.51-carnivora	51	2189	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01022913.1	+	2406	3185	Rep-consensus[Carnivore-endogenous-circovirus(+)]	780
Pteronura_brasiliensis_1896	ecv-circo.51-carnivora	51	2230	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01007020.1	-	1896	3230	Rep-consensus[Carnivore-endogenous-circovirus(-)]	1335
Pteronura_brasiliensis_68395	ecv-circo.51-carnivora	51	2253	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01004001.1	+	68395	68841	Rep-consensus[Carnivore-endogenous-circovirus(+)]	447
Pteronura_brasiliensis_169	ecv-circo.51-carnivora	51	2294	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01038667.1	-	169	462	Rep[Raven-circovirus(-)]	294
Pteronura_brasiliensis_17420	ecv-circo.51-carnivora	51	2320	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01020876.1	-	17420	17668	Rep[Raven-circovirus(-)]	249
Pteronura_brasiliensis_51069	ecv-circo.51-carnivora	51	2340	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01010742.1	+	51069	51813	Rep-consensus[Carnivore-endogenous-circovirus(+)]	745
Pteronura_brasiliensis_81	ecv-circo.51-carnivora	51	2464	Pteronura_brasiliensis	Pteronura brasiliensis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01071876.1	+	81	320	Rep[Columbid-circovirus(+)]	240
Taxidea_taxus_19635	ecv-circo.51-carnivora	51	1411	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML109229.1	-	19635	20365	Rep-consensus[Carnivore-endogenous-circovirus(-)]	731
Taxidea_taxus_2	ecv-circo.51-carnivora	51	1418	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML103894.1	-	2	430	Rep-consensus[Carnivore-endogenous-circovirus(-)]	429
Taxidea_taxus_20461	ecv-circo.51-carnivora	51	1444	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01151112.1	+	20461	21054	Rep-consensus[Carnivore-endogenous-circovirus(+)]	594
Taxidea_taxus_53793	ecv-circo.51-carnivora	51	1452	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML111005.1	+	53793	54282	Rep-consensus[Carnivore-endogenous-circovirus(+)]	490
Taxidea_taxus_23822	ecv-circo.51-carnivora	51	1532	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01143141.1	-	23822	24777	Rep-consensus[Carnivore-endogenous-circovirus(-)]	956
Taxidea_taxus_74625	ecv-circo.51-carnivora	51	1626	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01149526.1	+	74625	75379	Rep-consensus[Carnivore-endogenous-circovirus(+)]	755
Taxidea_taxus_22135	ecv-circo.51-carnivora	51	1696	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML111735.1	+	22135	22883	Rep-consensus[Carnivore-endogenous-circovirus(+)]	749
Taxidea_taxus_27	ecv-circo.51-carnivora	51	1728	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01170320.1	-	27	395	Rep-consensus[Carnivore-endogenous-circovirus(-)]	369
Taxidea_taxus_2950	ecv-circo.51-carnivora	51	1729	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML104812.1	-	2950	3542	Rep-consensus[Carnivore-endogenous-circovirus(-)]	593
Taxidea_taxus_7871	ecv-circo.51-carnivora	51	1778	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML112057.1	-	7871	8588	Rep-consensus[Carnivore-endogenous-circovirus(-)]	718
Taxidea_taxus_7435	ecv-circo.51-carnivora	51	1780	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01107199.1	-	7435	7656	Rep-consensus[Carnivore-endogenous-circovirus(-)]	222
Taxidea_taxus_11642	ecv-circo.51-carnivora	51	1853	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01159016.1	+	11642	12348	Rep-consensus[Carnivore-endogenous-circovirus(+)]	707
Taxidea_taxus_27	ecv-circo.51-carnivora	51	1858	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01170353.1	-	27	395	Rep-consensus[Carnivore-endogenous-circovirus(-)]	369
Taxidea_taxus_1921	ecv-circo.51-carnivora	51	1882	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML110843.1	+	1921	2214	Rep[Raven-circovirus(+)]	294
Taxidea_taxus_15385	ecv-circo.51-carnivora	51	1899	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML108899.1	-	15385	16150	Rep-consensus[Carnivore-endogenous-circovirus(-)]	766
Taxidea_taxus_10970	ecv-circo.51-carnivora	51	1917	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01123371.1	-	10970	11611	Rep-consensus[Carnivore-endogenous-circovirus(-)]	642
