id	isolate	country	host_sci_name	collection_year
KM452742	BFDV_NZ_D174814-2010	New Zealand	Cyanoramphus novaezelandiae	2010
KM452743	BFDV_NZ_D174812-2010	New Zealand	Cyanoramphus novaezelandiae	2010
KM452744	BFDV_NZ_D185808_2009	New Zealand	Cyanoramphus novaezelandiae	2009
KM823541	BFDV_AUS_RBE_14_1186-01	Australia	Merops ornatus	2014
KM823542	BFDV_AUS_RBE_14_1186-02	Australia	Merops ornatus	2014
KM823543	BFDV_AUS_RBE_14_1186-04	Australia	Merops ornatus	2014
KM823544	BFDV_AUS_RBE_14_1186-07	Australia	Merops ornatus	2014
KM823545	BFDV_AUS_RBE_14_1186-09	Australia	Merops ornatus	2014
KM823546	BFDV_AUS_RBE_14_1186-02F	Australia	Merops ornatus	2014
KM823547	BFDV_AUS_RBE_14_1186-03	Australia	Merops ornatus	2014
KM823548	BFDV_AUS_RBE_14_1186-04F	Australia	Merops ornatus	2014
KM887947	BFDV_AUS_BDG_2010_320	Australia	Melopsittacus undulatus	2010
KM887948	BFDV_AUS_BDG_2010_324	Australia	Melopsittacus undulatus	2010
KM887949	BFDV_AUS_BDG_2010_326	Australia	Melopsittacus undulatus	2010
KM887950	BFDV_AUS_BDG_2010_331	Australia	Melopsittacus undulatus	2010
KM887951	BFDV_AUS_BDG_2010_332	Australia	Melopsittacus undulatus	2010
KP677581	Taiwan-17	Taiwan	Melopsittacus undulatus	-
KP677582	Taiwan-18	Taiwan	Agapornis roseicollis	-
KP677585	Taiwan-6	Taiwan	Melopsittacus undulatus	-
KP677593	Taiwan-19	Taiwan	Melopsittacus undulatus	-
KR902641	KAT14-0766-AKP-VIC	Australia	Alisterus scapularis	2014
KT008266	CS13-2703-01-SCC-NSW	Australia	Cacatua galerita	2013
KT168337	CS15-0726-003-OBP-TAS	Australia	Neophema chrysogaster	2015
KT168338	CS15-0726-004-OBP-TAS	Australia	Neophema chrysogaster	2015
KT168339	CS15-0726-008-OBP-TAS	Australia	Neophema chrysogaster	2015
KT168340	CS15-0726-009-OBP-TAS	Australia	Neophema chrysogaster	2015
KT168341	CS15-0726-011-OBP-TAS	Australia	Neophema chrysogaster	2015
KT168342	CS15-0726-014-OBP-TAS	Australia	Neophema chrysogaster	2015
KT168343	CS15-0726-016-OBP-TAS	Australia	Neophema chrysogaster	2015
KT168344	CS15-0726-018-OBP-TAS	Australia	Neophema chrysogaster	2015
KT168345	CS15-0726-019-OBP-TAS	Australia	Neophema chrysogaster	2015
KT168346	CS15-0726-021-OBP-TAS	Australia	Neophema chrysogaster	2015
KT168347	CS15-0726-023-OBP-TAS	Australia	Neophema chrysogaster	2015
KT168348	CS15-0726-024-OBP-TAS	Australia	Neophema chrysogaster	2015
KT168349	CS15-0726-026-OBP-TAS	Australia	Neophema chrysogaster	2015
KT168350	CS14-0453-001-OBP	Australia	Neophema chrysogaster	2014
KT168351	CS14-0453-002-OBP	Australia	Neophema chrysogaster	2014
KT168352	OBP3	Australia	Neophema chrysogaster	2014
KT168353	OBP-TT	Australia	Neophema chrysogaster	2014
KT583302	TR-2	Turkey	Melopsittacus undulatus	2014
KT583303	TR-3	Turkey	Melopsittacus undulatus	2014
KT583304	TR-4	Turkey	Melopsittacus undulatus	2014
KT583305	TR-11	Turkey	Melopsittacus undulatus	2014
KT583306	TR-12	Turkey	Melopsittacus undulatus	2014
KT583307	TR-30	Turkey	Melopsittacus undulatus	2014
KT583308	TR-46	Turkey	Melopsittacus undulatus	2014
KT583309	TR-49	Turkey	Melopsittacus undulatus	2014
KT583310	TR-55	Turkey	Melopsittacus undulatus	2014
KT602807	F015_2014	Mauritius	Psittacula eques	2014
KT602808	F018_2014	Mauritius	Psittacula eques	2014
KT602809	F049_2014	Mauritius	Psittacula eques	2014
KT602810	F076_2014	Mauritius	Psittacula eques	2014
KT602811	F092_2014	Mauritius	Psittacula eques	2014
KT602812	F120_2014	Mauritius	Psittacula eques	2014
KT602813	F164_2014	Mauritius	Psittacula eques	2014
KT602814	P9_2014	Mauritius	Psittacula eques	2015
KT602815	P10_2014	Mauritius	Psittacula eques	2015
KT602816	P12_2014	Mauritius	Psittacula eques	2015
KT602817	P13_2014	Mauritius	Psittacula eques	2015
KT602818	P15_2014	Mauritius	Psittacula eques	2015
KT602819	P16_2014	Mauritius	Psittacula eques	2015
KT602820	P18_2014	Mauritius	Psittacula eques	2015
KT602821	P19_2014	Mauritius	Psittacula eques	2015
KT602822	A053_2009	Mauritius	Psittacula eques	2009
KT602823	C052_2011	Mauritius	Psittacula eques	2011
KT602824	C066_2011	Mauritius	Psittacula eques	2011
KT602825	C100_2011	Mauritius	Psittacula eques	2011
KT602826	C102_2011	Mauritius	Psittacula eques	2011
KT602827	D061_2012	Mauritius	Psittacula eques	2012
KT602828	D085_2012	Mauritius	Psittacula eques	2012
KT602829	E009_2013	Mauritius	Psittacula eques	2013
KT602830	E012_2013	Mauritius	Psittacula eques	2013
KT602831	E014_2013	Mauritius	Psittacula eques	2013
KT602832	E025_2013	Mauritius	Psittacula eques	2013
KT602833	B036_2010	Mauritius	Psittacula eques	2010
KT602834	E032_2013	Mauritius	Psittacula eques	2013
KT602835	E057_2013	Mauritius	Psittacula eques	2013
KT602836	E072_2013	Mauritius	Psittacula eques	2013
KT602837	E079_2013	Mauritius	Psittacula eques	2013
KT602838	E100_2013	Mauritius	Psittacula eques	2013
KT602839	E108_2013	Mauritius	Psittacula eques	2013
KT602840	E128_2013	Mauritius	Psittacula eques	2013
KT602841	E140_2013	Mauritius	Psittacula eques	2013
KT602842	E155_2013	Mauritius	Psittacula eques	2013
KT602843	B062_2010	Mauritius	Psittacula eques	2010
KT602844	B074_2010	Mauritius	Psittacula eques	2010
KT602845	B112_2010	Mauritius	Psittacula eques	2010
KT602846	B117_2010	Mauritius	Psittacula eques	2010
KT602847	B125_2010	Mauritius	Psittacula eques	2010
KT602848	C002_2011	Mauritius	Psittacula eques	2011
KT602849	C038_2011	Mauritius	Psittacula eques	2011
KT602850	A003_2009	Mauritius	Psittacula eques	2009
KT602851	A052_2009	Mauritius	Psittacula eques	2009
KT602852	A055_2009	Mauritius	Psittacula eques	2009
KT725790	GA4	Gambia	Psittacula krameri	2014
KT725791	XT998_12	United Kingdom	Psittacula krameri	2012
KT725792	B1	Bangladesh	Psittacula krameri	2014
KT725793	B2	Bangladesh	Psittacula krameri	2014
KT725794	B16	Bangladesh	Psittacula krameri	2014
KT725795	B24	Bangladesh	Psittacula krameri	2014
KT725796	SE17	Senegal	Psittacula krameri	2015
KT725797	SE20	Senegal	Psittacula krameri	2015
KT725798	SE30	Senegal	Psittacula krameri	2015
KT725799	SE35	Senegal	Psittacula krameri	2015
KT725800	PA4	Pakistan	Psittacula krameri	2014
KT725801	PA6	Pakistan	Psittacula krameri	2014
KT725802	PA14	Pakistan	Psittacula krameri	2014
KT725803	PA15	Pakistan	Psittacula krameri	2014
KT725804	BA1	Bangladesh	Psittacula krameri	2014
KT725805	BA16	Bangladesh	Psittacula krameri	2014
KT725806	BA24	Bangladesh	Psittacula krameri	2014
KT725807	PA4	Pakistan	Psittacula krameri	2014
KT725808	PA14	Pakistan	Psittacula krameri	2014
KT725809	PA15	Pakistan	Psittacula krameri	2014
KT753401	B104	Mauritius	Psittacula eques	2010
KT753402	C022	Mauritius	Psittacula eques	2011
KT753403	E033	Mauritius	Psittacula eques	2013
KT753404	E071	Mauritius	Psittacula eques	2013
KT753405	E086	Mauritius	Psittacula eques	2013
KT753406	B038	Mauritius	Psittacula eques	2010
KT753407	B028	Mauritius	Psittacula eques	2010
KT753408	B086	Mauritius	Psittacula eques	2010
KT753409	B037	Mauritius	Psittacula eques	2010
KT753410	B034	Mauritius	Psittacula eques	2010
KT753411	B097	Mauritius	Psittacula eques	2010
KT753412	B115	Mauritius	Psittacula eques	2010
KT753413	B025	Mauritius	Psittacula eques	2010
KT753414	B085_1	Mauritius	Psittacula eques	2010
KT753415	B087	Mauritius	Psittacula eques	2010
KT753416	B085_2	Mauritius	Psittacula eques	2010
KT753417	A003	Mauritius	Psittacula eques	2009
KT753418	A052	Mauritius	Psittacula eques	2009
KT753419	B121	Mauritius	Psittacula eques	2010
KT753420	B119	Mauritius	Psittacula eques	2010
KT753421	B117	Mauritius	Psittacula eques	2010
KT753422	B099	Mauritius	Psittacula eques	2010
KT753423	B101	Mauritius	Psittacula eques	2010
KT753424	B103	Mauritius	Psittacula eques	2010
KT753425	B107	Mauritius	Psittacula eques	2010
KT753426	B114	Mauritius	Psittacula eques	2010
KT753427	B112	Mauritius	Psittacula eques	2010
KT753428	B089	Mauritius	Psittacula eques	2010
KT753429	E144	Mauritius	Psittacula eques	2013
KT753430	E026	Mauritius	Psittacula eques	2013
KT753431	E112	Mauritius	Psittacula eques	2013
KT753432	B108_1	Mauritius	Psittacula eques	2010
KT753433	C041	Mauritius	Psittacula eques	2011
KT753434	B040	Mauritius	Psittacula eques	2010
KT753435	D103	Mauritius	Psittacula eques	2012
KT753436	B057	Mauritius	Psittacula eques	2010
KT753437	E113	Mauritius	Psittacula eques	2013
KT753438	D121	Mauritius	Psittacula eques	2012
KT753439	B039	Mauritius	Psittacula eques	2010
KT753440	B125	Mauritius	Psittacula eques	2010
KT753441	B062	Mauritius	Psittacula eques	2010
KT753442	D061	Mauritius	Psittacula eques	2012
KT753443	B084	Mauritius	Psittacula eques	2010
KT753444	B102	Mauritius	Psittacula eques	2010
KT753445	E012	Mauritius	Psittacula eques	2013
KT753446	E102_2	Mauritius	Psittacula eques	2013
KT753447	C078	Mauritius	Psittacula eques	2011
KT753448	E080	Mauritius	Psittacula eques	2013
KT753449	E057	Mauritius	Psittacula eques	2013
KT753450	C004	Mauritius	Psittacula eques	2011
KT753451	E016	Mauritius	Psittacula eques	2013
KT753452	E083	Mauritius	Psittacula eques	2013
KT753453	E105	Mauritius	Psittacula eques	2013
KT753454	E126	Mauritius	Psittacula eques	2013
KT753455	D031_1	Mauritius	Psittacula eques	2012
KT753456	E009	Mauritius	Psittacula eques	2013
KT753457	E079	Mauritius	Psittacula eques	2013
KT753458	C040	Mauritius	Psittacula eques	2011
KT753459	E108	Mauritius	Psittacula eques	2013
KT753460	E128	Mauritius	Psittacula eques	2013
KT753461	E155	Mauritius	Psittacula eques	2013
KT753462	E017	Mauritius	Psittacula eques	2013
KT753463	E131	Mauritius	Psittacula eques	2013
KT753464	D085	Mauritius	Psittacula eques	2012
KT753465	C038	Mauritius	Psittacula eques	2011
KT753466	E082	Mauritius	Psittacula eques	2013
KT753467	E032	Mauritius	Psittacula eques	2013
KT753468	E145	Mauritius	Psittacula eques	2013
KT753469	A036	Mauritius	Psittacula eques	2009
KT753470	A055	Mauritius	Psittacula eques	2009
KT753471	A035	Mauritius	Psittacula eques	2009
KT753472	B076	Mauritius	Psittacula eques	2010
KT753473	B074	Mauritius	Psittacula eques	2010
KT753474	E140	Mauritius	Psittacula eques	2013
KT753475	E025	Mauritius	Psittacula eques	2013
KT753476	C102	Mauritius	Psittacula eques	2011
KT753477	D031_2	Mauritius	Psittacula eques	2012
KT753478	E014	Mauritius	Psittacula eques	2013
KT753479	E072	Mauritius	Psittacula eques	2013
KT753480	E015	Mauritius	Psittacula eques	2013
KT753481	C052	Mauritius	Psittacula eques	2011
KT753482	E100	Mauritius	Psittacula eques	2013
KT753483	A053	Mauritius	Psittacula eques	2009
KT753484	B036	Mauritius	Psittacula eques	2010
KT753485	B043	Mauritius	Psittacula eques	2010
KT753486	B108_2	Mauritius	Psittacula eques	2010
KT753487	B045	Mauritius	Psittacula eques	2010
KT753488	B041	Mauritius	Psittacula eques	2010
KT753489	AR03	Mauritius	Psittacula krameri	2009
KT753490	AR20	Mauritius	Psittacula krameri	2009
KT753491	AR21	Mauritius	Psittacula krameri	2009
KT753492	AR27	Mauritius	Psittacula krameri	2009
KT753493	AR37	Mauritius	Psittacula krameri	2009
KT753494	F011	Mauritius	Psittacula eques	2014
KT753495	F015	Mauritius	Psittacula eques	2014
KT753496	F018	Mauritius	Psittacula eques	2014
KT753497	F019	Mauritius	Psittacula eques	2014
KT753498	F049	Mauritius	Psittacula eques	2014
KT753499	F076	Mauritius	Psittacula eques	2014
KT753500	F092	Mauritius	Psittacula eques	2014
KT753501	F094	Mauritius	Psittacula eques	2014
KT753502	F120	Mauritius	Psittacula eques	2014
KT753503	F147	Mauritius	Psittacula eques	2014
KT753504	F164	Mauritius	Psittacula eques	2014
KT753505	F164_2	Mauritius	Psittacula eques	2014
KT753506	F171	Mauritius	Psittacula eques	2014
KT753507	F172	Mauritius	Psittacula eques	2014
KT753508	F175	Mauritius	Psittacula eques	2014
KT753509	F178	Mauritius	Psittacula eques	2014
KT753510	F179	Mauritius	Psittacula eques	2014
KT753511	F181	Mauritius	Psittacula eques	2014
KT753512	F183	Mauritius	Psittacula eques	2014
KT753513	F187	Mauritius	Psittacula eques	2014
KT753514	F188	Mauritius	Psittacula eques	2014
KT753515	F189	Mauritius	Psittacula eques	2014
KT753516	P8	Mauritius	Psittacula eques	2015
KT753517	P9	Mauritius	Psittacula eques	2015
KT753518	P10	Mauritius	Psittacula eques	2015
KT753519	P12	Mauritius	Psittacula eques	2015
KT753520	P13	Mauritius	Psittacula eques	2015
KT753521	P14	Mauritius	Psittacula eques	2015
KT753522	P15	Mauritius	Psittacula eques	2015
KT753523	P16	Mauritius	Psittacula eques	2015
KT753524	P17	Mauritius	Psittacula eques	2015
KT753525	P18	Mauritius	Psittacula eques	2015
KT753526	P19	Mauritius	Psittacula eques	2015
KT753527	AR03	Mauritius	Psittacula krameri	2009
KT753528	AR20	Mauritius	Psittacula krameri	2009
KT753529	AR21	Mauritius	Psittacula krameri	2009
KT764926	-	Iran	Melopsittacus undulatus	2014
KT764927	-	Iran	Melopsittacus undulatus	2014
KT764928	-	Iran	Melopsittacus undulatus	2014
KT764929	-	Iran	Psittacula krameri	2014
KT764930	-	Iran	Psittacus erithacus	2014
KT764931	-	Iran	Psittacula krameri	2014
KT764932	-	Iran	Psittacula krameri	2014
KT764933	-	Iran	Platycercus eximius	2014
KT764934	-	Iran	Melopsittacus undulatus	2014
KT764935	-	Iran	Psittacus erithacus	2014
KU500899	-	Chile	Psittacula cyanocephala	2013
KU888682	SY408	Seychelles	Psittacula krameri	2014
KU888683	SY270	Seychelles	Psittacula krameri	2014
KU888684	MA3	Mali	Psittacula krameri	2015
KU888685	Coast_CI2	Cote d'Ivoire	Psittacus timneh	2015
KU888686	Coast_CI5	Cote d'Ivoire	Psittacus timneh	2015
KU888687	Coast_CI6	Cote d'Ivoire	Psittacus timneh	2015
KU888688	Coast_CI7	Cote d'Ivoire	Psittacus timneh	2015
KU888689	Coast_CI8	Cote d'Ivoire	Psittacus timneh	2015
KU888690	VTN1	Viet Nam	Psittacula finschii	2015
KU888691	VTN2	Viet Nam	Psittacula finschii	2015
KU888692	VTN6	Viet Nam	Psittacula finschii	2015
KU888693	XT33-13	United Kingdom	Psittacula krameri	2013
KX449321	CS15-3981-RCP-WA-2015	Australia	Purpureicephalus spurius	2015
KX500101	CS15-3551-QLD	Australia	Haliaeetus leucogaster	2015
KX500102	CS15-3289-NSW	Australia	Falco peregrinus	2015
KX500104	CS15-3775-NSW	Australia	Corvus coronoides	2015
KX641202	B082	Mauritius	Psittacula echo	2010
KX641203	BA10	Bangladesh	Psittacula krameri	2014
KX641204	BA11	Bangladesh	Psittacula krameri	2014
KX641205	BA12	Bangladesh	Psittacula krameri	2014
KX641206	BA13	Bangladesh	Psittacula krameri	2014
KX641207	BA14	Bangladesh	Psittacula krameri	2014
KX641208	BA15	Bangladesh	Psittacula krameri	2014
KX641209	BA17	Bangladesh	Psittacula krameri	2014
KX641210	BA19	Bangladesh	Psittacula krameri	2014
KX641211	BA20	Bangladesh	Psittacula krameri	2014
KX641212	BA21	Bangladesh	Psittacula krameri	2014
KX641213	BA22	Bangladesh	Psittacula krameri	2014
KX641214	BA23	Bangladesh	Psittacula krameri	2014
KX641215	BA25	Bangladesh	Psittacula krameri	2014
KX641216	BA26	Bangladesh	Psittacula krameri	2014
KX641217	BA27	Bangladesh	Psittacula krameri	2014
KX641218	BA28	Bangladesh	Psittacula krameri	2014
KX641219	BA29	Bangladesh	Psittacula krameri	2014
KX641220	BA3	Bangladesh	Psittacula krameri	2014
KX641221	BA30	Bangladesh	Psittacula krameri	2014
KX641222	BA4	Bangladesh	Psittacula krameri	2014
KX641223	BA5	Bangladesh	Psittacula krameri	2014
KX641224	BA6	Bangladesh	Psittacula krameri	2014
KX641225	BA7	Bangladesh	Psittacula krameri	2014
KX641226	BA8	Bangladesh	Psittacula krameri	2014
KX641227	BA9	Bangladesh	Psittacula krameri	2014
KX641228	C002	Mauritius	Psittacula echo	2011
KX641229	C066	Mauritius	Psittacula echo	2011
KX641230	C068	Mauritius	Psittacula echo	2011
KX641231	C100	Mauritius	Psittacula echo	2011
KX641232	C104	Mauritius	Psittacula echo	2011
KX641233	PA11	Pakistan	Psittacula krameri	2014
KX641234	PA12	Pakistan	Psittacula krameri	2014
KX641235	PA16	Pakistan	Psittacula krameri	2014
KX641236	PA3	Pakistan	Psittacula krameri	2014
KX641237	PA5	Pakistan	Psittacula krameri	2014
KX641238	PA6	Pakistan	Psittacula krameri	2014
KX641239	PA7	Pakistan	Psittacula krameri	2014
KX674688	SC06-10	Costa Rica	Amazona autumnalis (red-lored parrot)	2013
KY189054	KAT-SCC-140529-VIC-2014	Australia	Cacatua galerita	2014
KY189055	KAT-SCC-140219-VIC-2014	Australia	Cacatua galerita	2014
KY189058	KAT-LC-140717-VIC-2014	Australia	Cacatua sanguinea	2014
KY189059	KAT-LC-140694-VIC-2014	Australia	Cacatua sanguinea	2014
KY189060	KAT-LC-140616-VIC-2014	Australia	Cacatua sanguinea	2014
KY189061	KAT-LC-140609-VIC-2014	Australia	Cacatua sanguinea	2014
KY189062	KAT-ERL-150116-VIC-2015	Australia	Platycercus eximius	2015
KY189063	KAT-ERL-150115-VIC-2015	Australia	Platycercus eximius	2015
KY189064	KAT-ERL-150007-VIC-2015	Australia	Platycercus eximius	2015
KY189065	KAT-CRL-150087-VIC-2015	Australia	Platycercus elegans	2015
KY189066	KAT-CRL-150071-VIC-2015	Australia	Platycercus elegans	2015
KY189067	KAT-CRL-141173-VIC-2014	Australia	Platycercus elegans	2014
KY189068	KAT-AKP-141293-VIC-2014	Australia	Alisterus scapularis	2014
KY189069	KAT-AKP-141214-VIC-2014	Australia	Alisterus scapularis	2014
KY189070	KAT-AKP-140838-VIC-2014	Australia	Alisterus scapularis	2014
KY189071	KAT-AKP-140670-VIC-2014	Australia	Alisterus scapularis	2014
KY189072	KAT-AKP-140619-VIC-2014	Australia	Alisterus scapularis	2014
KY189073	KAT-AKP-140611-VIC-2014	Australia	Alisterus scapularis	2014
KY189074	KAT-140471-CRL-VIC-2014	Australia	Platycercus elegans	2014
KY189075	OBP-Taroona-TAS-15-3299-1704	Australia: Taroona-TAS	Neophema chrysogaster	2015
KY189076	OBP-Healesville-VIC-15-3172-B20506	Australia: Healesville sanctuary-VIC	Neophema chrysogaster	2015
KY189077	OBP-Taroona-TAS-15-3299-1638	Australia: Taroona-TAS	Neophema chrysogaster	2015
KY189078	OBP-Priam-NSW-15-3205-1657	Australia: Priam Psittaculture Centre, NSW	Neophema chrysogaster	2015
KY189079	OBP-Healesville-15-3173-B50003	Australia: Healesville sanctuary-VIC	Neophema chrysogaster	2015
KY189080	OBP-Healesville-15-3172-B30895	Australia: Healesville sanctuary-VIC	Neophema chrysogaster	2015
KY189081	OBP-Healesville-15-3172-B30075	Australia: Healesville sanctuary-VIC	Neophema chrysogaster	2015
KY189082	OBP-Healesville-15-3172-B20001	Australia: Healesville sanctuary-VIC	Neophema chrysogaster	2015
KY189083	OBP-Healesville-15-3172-B10747	Australia: Healesville sanctuary-VIC	Neophema chrysogaster	2015
KY189084	OBP-DPIWNCB-TAS-15-2729-2046	Australia: Tasmania	Neophema chrysogaster	2015
KY189085	OBP-DPIWNCB-TAS-15-2729-1845	Australia: Tasmania	Neophema chrysogaster	2015
KY370034	RtMc-CV-1/Tibet2014	China	Neodon clarkei	2014
KY410348	114_AKP_150371_VIC	Australia	Alisterus scapularis	2015
KY410349	189_AKP_B30773_VIC	Australia	Alisterus scapularis	2015
KY410350	33_AM_150034_VIC	Australia	Gymnorhina tibicen	2015
KY410351	130_AM_150411_VIC	Australia	Gymnorhina tibicen	2015
KY410352	180_AM_150490_VIC	Australia	Gymnorhina tibicen	2015
KY410353	211_AM_150679_VIC	Australia	Gymnorhina tibicen	2015
KY410354	194_AR_150549_VIC	Australia	Corvus coronoides	2015
KY410355	192_AWI_150542_VIC	Australia	Threskiornis molucca	2015
KY410356	239_BG_150703_VIC	Australia	Accipiter fasciatus	2015
KY410357	217_Cockatiel_B40091_VIC	Australia	Nymphicus hollandicus	2015
KY410358	253_CR_150638_VIC	Australia	Platycercus elegans	2015
KY410359	401_CR_150890_VIC	Australia	Platycercus elegans	2015
KY410360	261_CR_B50208_VIC	Australia	Platycercus elegans	2015
KY410361	72_ER_150115_VIC	Australia	Platycercus eximius	2015
KY410362	187_Galah_150503_VIC	Australia	Eolophus roseicapilla	2015
KY410363	152_GG_150446_VIC	Australia	Callocephalon fimbriatum	2015
KY410364	151_LK_150445_VIC	Australia	Dacelo novaeguineae	2015
KY410365	153_LK_150447_VIC	Australia	Dacelo novaeguineae	2015
KY410366	174_LC_150485_VIC	Australia	Cacatua sanguinea	2015
KY410367	46_ML_150065_VIC	Australia	Glossopsitta concinna	2015
KY410368	262_OBP_B01871_VIC	Australia	Neophema chrysogaster	2015
KY410369	135_PO_150420_VIC	Australia	Ninox strenua	2015
KY410370	23_RL_141266_VIC	Australia	Trichoglossus moluccanus	2014
KY410371	281_SBL_B10154_VIC	Australia	Trichoglossus chlorolepidotus	2015
KY410372	207_SBL_B50250_VIC	Australia	Trichoglossus chlorolepidotus	2015
KY410373	288_SBL_B50355_VIC	Australia	Trichoglossus chlorolepidotus	2015
KY410374	289_SBL_B50365_VIC	Australia	Trichoglossus chlorolepidotus	2015
KY410375	193_SBO_150510_VIC	Australia	Ninox boobook	2015
KY410376	278_SCC_150738_VIC	Australia	Cacatua galerita	2015
KY410377	154_TF_150448_VIC	Australia	Podargus strigoides	2015
KY410378	268_TF_150712_VIC	Australia	Podargus strigoides	2015
KY696655	-	Chile	Cyanoliseus patagonus bloxami	2016
KY696656	-	Chile	Ara ararauna	2016
MF669120	SY399	Seychelles	Psittacula krameri	2014
MF669121	SY329	Seychelles	Psittacula krameri	2014
MF669122	SY277	Seychelles	Psittacula krameri	2014
MF669123	SY271	Seychelles	Psittacula krameri	2014
MF681683	SY236	Seychelles	Psittacula krameri	2014
MG257487	PBFDV2017	China	Psittacus erithacus	2016
MG812479	ARHB 2017-1	Iran	Psittacus erithacus	2017
MG812480	ARHB 2017-2	Iran	Psittacus erithacus	2017
MG812481	ARHB 2017-3	Iran	Psittacus erithacus	2017
MG812482	ARHB 2017-4	Iran	Psittacus erithacus	2017
MG812483	ARHB 2017-5	Iran	Psittacus erithacus	2017
MG812484	ARHB 2017-6	Iran	Psittacus erithacus	2017
MH180298	-	China	Psittacus erithacus	2017
MH188863	-	China	parrot	2017
MH190788	-	China	Psittacus erithacus (African Grey Parrots)	2017
MH279594	SDpbfdvE0	China	African Grey Parrots	2017
MH310937	PBFDV-SH1163	China	Psittacus erithacus	2015
MH612846	-	Turkey	Melopsittacus undulatus	2016
MH612847	-	Turkey	Melopsittacus undulatus	2016
MH612848	-	Turkey	Nymphicus hollandicus	2016
MH612849	-	Turkey	Melopsittacus undulatus	2016
MK061529	-	China	budgerigar	2018
MK073896	-	China	Budgerigar	2018
MK073897	-	China	Budgerigar	2018
MK073898	-	China	Budgerigar	2018
MK120438	-	China	budgerigar	2018
MK163676	BFDV-LC	Australia	Cacatua sanguinea	2017
MK291405	Hbs-441	Germany	Psittacula krameri (rose-ringed parakeet)	2017
MK291406	Hbs-442	Germany	Psittacula krameri (rose-ringed parakeet)	2017
MK387074	BFDV_BDG_BD_2017_06	Bangladesh	Melopsittacus undulatus	2017
MK387075	BFDV_BDG_BD_2017_30	Bangladesh	Melopsittacus undulatus	2017
MK803394	BFDV-S3	Saudi Arabia	Psittacus erithacus (African grey)	2018
MK803395	BVDV-S4	Saudi Arabia	Psittacus erithacus	2017
MK803396	BVDV-S5	Saudi Arabia	Psittacus erithacus	2017
MK803397	BVDV-S11	Saudi Arabia	Psittacus erithacus	2017
MK803398	BVDV-S12	Saudi Arabia	Psittacus erithacus	2017
MK803400	BVDV-S19	Saudi Arabia	Melopsittacus undulatus	2017
MK803401	BVDV-S20	Saudi Arabia	Cacatua alba (cockatoo)	2017
MK803402	BVDV-S21	Saudi Arabia	Psittacus erithacus	2017
MK803403	BVDV-S24	Saudi Arabia	Psittacus erithacus	2017
MK803404	BVDV-S25	Saudi Arabia	Psittacus erithacus	2018
MK803405	BVDV-S26	Saudi Arabia	Indian parakeet	2018
MK803406	BVDV-S27	Saudi Arabia	Nymphicus hollandicus (cockatiel)	2018
MK803407	BVDV-S28	Saudi Arabia	Agapornis fischeri	2018
MN025417	-	South Korea	Bolborhynchus lineola	2019
MN114122	CS17-0436	Australia	Eudyptula minor	2017
MN175611	BR_DF9	Brazil	Amazona aestiva	2016
MN902174	1 ARHB 2017-7	Iran	Psittacine	2017
MN902175	2 ARHB 2017-8	Iran	Psittacine	2017
MN936102	BFDV_L01_NG	Iran	Melopsittacus undulatus	2018
NC_001944	-	-	-	-
NC_002361	-	-	Sus scrofa	-
NC_003410	-	-	serinus canaria	-
NC_005148	AUT1	-	-	-
NC_007220	33753-52	USA	Pekin duck	-
NC_008033	-	-	European Starling (Sturnus vulgaris)	-
NC_008375	4-1131	Australia	Corvus coronoides	-
NC_008521	-	-	gull	-
NC_008522	-	-	finch	-
NC_014929	CyCV-TB	USA	bat	2009
NC_014930	NGchicken15	Nigeria	Gallus gallus	2009
NC_015399	-	Hungary	Barbus barbus (barbel)	2008
NC_020206	GS140	USA: Tarpon Springs, Florida	palmetto bug	2011
NC_020904	UCD1-1698	USA	Canis lupus familiaris	2011
NC_021568	VS5700009	Malawi	Homo sapiens	-
NC_023866	PR-6E-2010	Puerto Rico: Guanica	Erythrodiplax umbrata	2010
NC_023869	FL1-NZ38-2010	USA: St. Petersburg, Florida	Pantala flavescens	2010
NC_023874	-	Chile	Homo sapiens	2004
NC_023885	-	China	mink	2013
NC_023886	DfCyV-A1_To-6NZ21-Tt-2010	Tonga	Tholymis tillarga	2010
NC_024700	-	USA	Felis catus	2013
NC_025246	H5	Hungary	-	2011
NC_025247	H51	Germany	mute swan (Cygnus olor)	2006
NC_025476	-	Zambia	Crocidura hirta	2012
NC_025791	cluster II	Brazil	bat colony of Molossus molossus and Tadarida brasiliensis	2012
NC_025792	cluster VI	Brazil	bat colony of Molossus molossus and Tadarida brasiliensis	2012
NC_026945	8454V25-1	Germany	Taeniopygia guttata	2010
NC_028045	-	Brazil	Tadarida brasiliensis (bat)	2013
NC_031753	-	USA: North Carolina	Sus scrofa	2015
NC_032682	IECSF08	India	Homo sapiens	2007
NC_034547	GF-4c	USA	bat	2009
NC_034977	-	Hungary	Anas platyrhynchos	2013
