sequenceID	isolate	isolate_update	country	country_update	host_sci_name	host_sci_name_update	collection_year	collection_year_update
KF188693	CS11-1361-OBP-VIC-B10750	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	-	unchanged
KF188694	CS12-0364-OBP-TAS-B10083	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	-	unchanged
KF188695	CS12-0364-QA2-OBP-TAS-B10083	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	2012	unchanged
KF188696	CS10-1018-QB2-OBP-VIC-HS030910-C	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	2010	unchanged
KF188697	CS10-1018-QB3-OBP-VIC-HS030910-C	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	2010	unchanged
KF188698	CS10-1018-QB4-OBP-VIC-HS030910-C	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	2010	unchanged
KF188699	CS10-1018-QB5-OBP-VIC-HS030910-C	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	2010	unchanged
KF188700	CS10-1018-QB6-OBP-VIC-HS030910-C	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	2010	unchanged
KF188701	CS10-1018-QB7-OBP-VIC-HS030910-C	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	2010	unchanged
KF188702	CS08-423-QC2-OBP-TAS-19076	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	2008	unchanged
KF188703	CS08-448-QD2-OBP-TAS-19124	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	2008	unchanged
KF197006	BFD09-172-OBP-VIC	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	2009	unchanged
KF197007	CS11-1116-OBP-VIC-H51805511-A	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	2011	unchanged
KF197008	CS11-1118-OBP-VIC	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	2011	unchanged
KF197009	CS11-1122-OBP-VIC	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	2011	unchanged
KF197010	CS11-1123-OBP-VIC-H5180511-H	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	2011	unchanged
KF197011	CS11-1124-OBP-VIC-H5180511-I	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	2011	unchanged
KF197012	CS11-1358-OBP-VIC-B10754	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	2011	unchanged
KF197013	CS11-2779-OBP-VIC-230-16982	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	2011	unchanged
KF197014	CS12-0863-OBP-TAS	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	2012	unchanged
KF197015	CS12-1776-OBP-VIC-HS290612-A	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	2012	unchanged
KF197016	CS12-1779-OBP-VIC	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	2012	unchanged
KF197017	CS12-2144-1-OBP-TAS-HS080	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	2012	unchanged
KF197018	CS12-2144-3-OBP-TAS	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	2012	unchanged
KF197019	CS12-2144-5-OBP-TAS-HS192	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	2012	unchanged
KF197020	CS12-2144-7-OBP-TAS-20263	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	2012	unchanged
KF197021	CS12-2144-9-OBP-TAS-20264	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	2012	unchanged
KF197022	CS12-2144-11-OBP-TAS-20226	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	2012	unchanged
KF197023	CS12-2144-13-OBP-TAS	unchanged	Australia	unchanged	Orange-bellied parrot	unchanged	2012	unchanged
KF385399	BFDV_AUS_RTBC_13_1780_052	unchanged	Australia	unchanged	Calyptorhynchus banksii	unchanged	2013	unchanged
KF385400	BFDV_AUS_RTBC_13_1780_055	unchanged	Australia	unchanged	Calyptorhynchus banksii	unchanged	2013	unchanged
KF385401	BFDV_AUS_GGC_96_1404	unchanged	Australia	unchanged	Callocephalon fimbriatum	unchanged	1996	unchanged
KF385402	BFDV_AUS_GGC_04_604	unchanged	Australia	unchanged	Callocephalon fimbriatum	unchanged	2004	unchanged
KF385403	BFDV_AUS_GGC_10_863	unchanged	Australia	unchanged	Callocephalon fimbriatum	unchanged	2010	unchanged
KF385404	BFDV_AUS_GGC_11_1212	unchanged	Australia	unchanged	Callocephalon fimbriatum	unchanged	2011	unchanged
KF385405	BFDV_AUS_GGC_11_1213	unchanged	Australia	unchanged	Callocephalon fimbriatum	unchanged	2011	unchanged
KF385406	BFDV_AUS_MMC_04_593	unchanged	Australia	unchanged	Cacatua leadbeateri	unchanged	2004	unchanged
KF385407	BFDV_AUS_MMC_1997	unchanged	Australia	unchanged	Cacatua leadbeateri	unchanged	1997	unchanged
KF385408	BFDV_AUS_GBC_06_939	unchanged	Australia	unchanged	Calyptorhynchus lathami	unchanged	2006	unchanged
KF385409	BFDV_AUS_GBC_11_383	unchanged	Australia	unchanged	Calyptorhynchus lathami	unchanged	2011	unchanged
KF385410	BFDV_AUS_GBC_11_385	unchanged	Australia	unchanged	Calyptorhynchus lathami	unchanged	2011	unchanged
KF385411	BFDV_AUS_GBC_11_391	unchanged	Australia	unchanged	Calyptorhynchus lathami	unchanged	2011	unchanged
KF385412	BFDV_AUS_GBC_11_392	unchanged	Australia	unchanged	Calyptorhynchus lathami	unchanged	2011	unchanged
KF385413	BFDV_AUS_SCC_05_746	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2005	unchanged
KF385414	BFDV_AUS_SCC_06_854	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2006	unchanged
KF385415	BFDV_AUS_SCC_12_3044_001	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2012	unchanged
KF385417	BFDV_AUS_SCC_13_0679_001	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2013	unchanged
KF385418	BFDV_AUS_SCC_W0610	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2010	unchanged
KF385419	BFDV_AUS_SCC_W16710	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2010	unchanged
KF385420	BFDV_AUS_LBC_LBC2	unchanged	Australia	unchanged	Cacatua tenuirostris	unchanged	2010	unchanged
KF385421	BFDV_AUS_LBC_LBC6	unchanged	Australia	unchanged	Cacatua tenuirostris	unchanged	2010	unchanged
KF385422	BFDV_AUS_LBC_LBC7	unchanged	Australia	unchanged	Cacatua tenuirostris	unchanged	2010	unchanged
KF385423	BFDV_AUS_LBC_LBC10	unchanged	Australia	unchanged	Cacatua tenuirostris	unchanged	2010	unchanged
KF385424	BFDV_AUS_LBC_LBC11	unchanged	Australia	unchanged	Cacatua tenuirostris	unchanged	2010	unchanged
KF385425	BFDV_AUS_LBC_LBC33	unchanged	Australia	unchanged	Cacatua tenuirostris	unchanged	2010	unchanged
KF385426	BFDV_AUS_LBC_LBC50	unchanged	Australia	unchanged	Cacatua tenuirostris	unchanged	2010	unchanged
KF385427	BFDV_AUS_LBC_LBC51	unchanged	Australia	unchanged	Cacatua tenuirostris	unchanged	2010	unchanged
KF385428	BFDV_AUS_LBC_W45610	unchanged	Australia	unchanged	Cacatua tenuirostris	unchanged	2010	unchanged
KF385429	BFDV_AUS_LBC_13_1622_006	unchanged	Australia	unchanged	Cacatua tenuirostris	unchanged	2013	unchanged
KF385430	BFDV_AUS_Galah_12_1474	unchanged	Australia	unchanged	Eolophus roseicapillus	unchanged	2012	unchanged
KF385431	BFDV_AUS_Galah_04_065	unchanged	Australia	unchanged	Eolophus roseicapillus	unchanged	2004	unchanged
KF385432	BFDV_AUS_Galah_04_093A	unchanged	Australia	unchanged	Eolophus roseicapillus	unchanged	2004	unchanged
KF385433	BFDV_AUS_Galah_04_093B	unchanged	Australia	unchanged	Eolophus roseicapillus	unchanged	2004	unchanged
KF385434	BFDV_AUS_Galah_04_245	unchanged	Australia	unchanged	Eolophus roseicapillus	unchanged	2004	unchanged
KF385435	BFDV_AUS_Galah_04_298	unchanged	Australia	unchanged	Eolophus roseicapillus	unchanged	2004	unchanged
KF385436	BFDV_AUS_Galah_04_410	unchanged	Australia	unchanged	Eolophus roseicapillus	unchanged	2004	unchanged
KF467251	BFDV-NZ_OR2_2012	unchanged	New Zealand	unchanged	Platycercus eximius	unchanged	2012	unchanged
KF467252	BFDV-NZ_OR3_2012	unchanged	New Zealand	unchanged	Platycercus eximius	unchanged	2012	unchanged
KF467253	BFDV-NZ_OR4_2012	unchanged	New Zealand	unchanged	Platycercus eximius	unchanged	2012	unchanged
KF467254	BFDV-NZ_OR5_2012	unchanged	New Zealand	unchanged	Platycercus eximius	unchanged	2012	unchanged
KF495566	BFDV_AUS_04_491	unchanged	Australia	unchanged	Callocephalon fimbriatum	unchanged	2004	unchanged
KF495567	BFDV_AUS_11_381	unchanged	Australia	unchanged	Calyptorhynchus lathami	unchanged	2011	unchanged
KF495568	BFDV_AUS_04_723	unchanged	Australia	unchanged	Lophochroa leadbeateri	unchanged	2004	unchanged
KF495569	BFDV_AUS_04_066	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2004	unchanged
KF495570	BFDV_AUS_04_074	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2004	unchanged
KF495571	BFDV_AUS_04_092	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2004	unchanged
KF495572	BFDV_AUS_04_115	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2004	unchanged
KF495573	BFDV_AUS_04_186	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2004	unchanged
KF495574	BFDV_AUS_04_195	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2004	unchanged
KF495575	BFDV_AUS_04_227	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2004	unchanged
KF495576	BFDV_AUS_04_241	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2004	unchanged
KF495577	BFDV_AUS_04_339	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2004	unchanged
KF495578	BFDV_AUS_04_344	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2004	unchanged
KF495579	BFDV_AUS_04_509	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2004	unchanged
KF495580	BFDV_AUS_04_611	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2004	unchanged
KF495581	BFDV_AUS_04_859	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2004	unchanged
KF495582	BFDV_AUS_04_977	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2004	unchanged
KF495583	BFDV_AUS_05_1042	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2005	unchanged
KF495584	BFDV_AUS_05_1235	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2005	unchanged
KF495585	BFDV_AUS_06_1163	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2006	unchanged
KF495586	BFDV_AUS_06_1276	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2006	unchanged
KF495587	BFDV_AUS_12_1386	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2012	unchanged
KF495588	BFDV_AUS_12_1188	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2012	unchanged
KF495589	BFDV_AUS_04_040	unchanged	Australia	unchanged	Cacatua tenuirostris	unchanged	2010	unchanged
KF495590	BFDV_AUS_LBC30	unchanged	Australia	unchanged	Cacatua tenuirostris	unchanged	2010	unchanged
KF495591	BFDV_AUS_LBC34	unchanged	Australia	unchanged	Cacatua tenuirostris	unchanged	2010	unchanged
KF495592	BFDV_AUS_LBC47	unchanged	Australia	unchanged	Cacatua tenuirostris	unchanged	2010	unchanged
KF495593	BFDV_AUS_LBC52	unchanged	Australia	unchanged	Cacatua tenuirostris	unchanged	2010	unchanged
KF495594	BFDV_AUS_LBC55	unchanged	Australia	unchanged	Cacatua tenuirostris	unchanged	2010	unchanged
KF495595	BFDV_AUS_LBC57	unchanged	Australia	unchanged	Cacatua tenuirostris	unchanged	2010	unchanged
KF495596	BFDV_AUS_LBC58	unchanged	Australia	unchanged	Cacatua tenuirostris	unchanged	2010	unchanged
KF495597	BFDV_AUS_04_619	unchanged	Australia	unchanged	Eolophus roseicapillus	unchanged	2004	unchanged
KF495598	BFDV_AUS_06_748	unchanged	Australia	unchanged	Eolophus roseicapillus	unchanged	2006	unchanged
KF495599	BFDV_AUS_04_303	unchanged	Australia	unchanged	Eolophus roseicapillus x Cacatua sanguinea	unchanged	2004	unchanged
KF495600	BFDV_AUS_04_447	unchanged	Australia	unchanged	Eolophus roseicapillus x Cacatua sanguinea	unchanged	2004	unchanged
KF499120	13-1780-052-QA2-RTBC-WA	unchanged	Australia	unchanged	Calyptorhynchus banksii	unchanged	2013	unchanged
KF499121	13-1780-052-QA3-RTBC-WA	unchanged	Australia	unchanged	Calyptorhynchus banksii	unchanged	2013	unchanged
KF499122	13-1780-055-QB2-RTBC-WA	unchanged	Australia	unchanged	Calyptorhynchus banksii	unchanged	2013	unchanged
KF499123	13-1780-055-QB3-RTBC-WA	unchanged	Australia	unchanged	Calyptorhynchus banksii	unchanged	2013	unchanged
KF499124	13-1780-055-QB4-RTBC-WA	unchanged	Australia	unchanged	Calyptorhynchus banksii	unchanged	2013	unchanged
KF499125	13-1780-055-QB5-RTBC-WA	unchanged	Australia	unchanged	Calyptorhynchus banksii	unchanged	2013	unchanged
KF499126	96-1404-QC2-GGC-WA	unchanged	Australia	unchanged	Callocephalon fimbriatum	unchanged	1996	unchanged
KF499127	96-1404-QC3-GGC-WA	unchanged	Australia	unchanged	Callocephalon fimbriatum	unchanged	1996	unchanged
KF499128	96-1404-QC4-GGC-WA	unchanged	Australia	unchanged	Callocephalon fimbriatum	unchanged	1996	unchanged
KF499129	96-1404-QC5-GGC-WA	unchanged	Australia	unchanged	Callocephalon fimbriatum	unchanged	1996	unchanged
KF499130	96-1404-QC6-GGC-WA	unchanged	Australia	unchanged	Callocephalon fimbriatum	unchanged	1996	unchanged
KF499131	96-1404-QC7-GGC-WA	unchanged	Australia	unchanged	Callocephalon fimbriatum	unchanged	1996	unchanged
KF499132	04-604-QD2-GGC-WA	unchanged	Australia	unchanged	Callocephalon fimbriatum	unchanged	2004	unchanged
KF499133	04-604-QD3-GGC-WA	unchanged	Australia	unchanged	Callocephalon fimbriatum	unchanged	2004	unchanged
KF499134	04-604-QD4-GGC-WA	unchanged	Australia	unchanged	Callocephalon fimbriatum	unchanged	2004	unchanged
KF499135	05-746-QF2-SCC-VIC	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2005	unchanged
KF499136	LBC-10-QG2-LBC-VIC	unchanged	Australia	unchanged	Cacatua tenuirostris	unchanged	2010	unchanged
KF499137	LBC-11-QH2-LBC-VIC	unchanged	Australia	unchanged	Cacatua tenuirostris	unchanged	2010	unchanged
KF499138	LBC-51-QI2-LBC-VIC	unchanged	Australia	unchanged	Cacatua tenuirostris	unchanged	2010	unchanged
KF499139	11-1212-QE2-GGC-NSW	unchanged	Australia	unchanged	Callocephalon fimbriatum	unchanged	2011	unchanged
KF499140	11-1212-QE3-GGC-NSW	unchanged	Australia	unchanged	Callocephalon fimbriatum	unchanged	2011	unchanged
KF561250	CS12-0827-20214-OBP-TAS	unchanged	Australia	unchanged	Neophema chrysogaster	unchanged	2012	unchanged
KF673335	-	unchanged	Australia	unchanged	Lathamus discolor	unchanged	2004	unchanged
KF673336	-	unchanged	Australia	unchanged	Lathamus discolor	unchanged	2004	unchanged
KF688548	BFDV_AUS_RNP_B13_1996	unchanged	Australia	unchanged	Barnardius zonarius semitorquatus	unchanged	1996	unchanged
KF688549	BFDV_AUS_RNP_B14_1996	unchanged	Australia	unchanged	Barnardius zonarius semitorquatus	unchanged	1996	unchanged
KF688550	BFDV_AUS_RNP_B15_1996	unchanged	Australia	unchanged	Barnardius zonarius semitorquatus	unchanged	1996	unchanged
KF688551	BFDV_AUS_BP_1996	unchanged	Australia	unchanged	Neopsephotus bourkii	unchanged	1996	unchanged
KF688553	BFDV_AUS_HP_96_3015	unchanged	Australia	unchanged	Psephotus dissimilis	unchanged	1996	unchanged
KF688554	BFDV_AUS_04_146	unchanged	Australia	unchanged	Trichoglossus haematodus	unchanged	2004	unchanged
KF688555	BFDV_AUS_04_507	unchanged	Australia	unchanged	Trichoglossus haematodus	unchanged	2004	unchanged
KF688556	BFDV_AUS_04_594	unchanged	Australia	unchanged	Trichoglossus haematodus	unchanged	2004	unchanged
KF688557	BFDV_AUS_04_626	unchanged	Australia	unchanged	Trichoglossus haematodus	unchanged	2004	unchanged
KF688558	BFDV_AUS_04_666	unchanged	Australia	unchanged	Trichoglossus haematodus	unchanged	2004	unchanged
KF688559	BFDV_AUS_05_1228	unchanged	Australia	unchanged	Trichoglossus haematodus	unchanged	2005	unchanged
KF688560	BFDV_AUS_05_1231	unchanged	Australia	unchanged	Trichoglossus haematodus	unchanged	2005	unchanged
KF688561	BFDV_AUS_05_1373	unchanged	Australia	unchanged	Trichoglossus haematodus	unchanged	2005	unchanged
KF688562	BFDV_AUS_12_2146	unchanged	Australia	unchanged	Trichoglossus haematodus	unchanged	2012	unchanged
KF688563	BFDV_AUS_12_2147	unchanged	Australia	unchanged	Trichoglossus haematodus	unchanged	2012	unchanged
KF688564	BFDV_AUS_04_216	unchanged	Australia	unchanged	Psittacula krameri manillensis	unchanged	2004	unchanged
KF688565	BFDV_AUS_04_231	unchanged	Australia	unchanged	Poicephalus gulielmi	unchanged	2004	unchanged
KF688566	BFDV_AUS_04_291	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2004	unchanged
KF688567	BFDV_AUS_W421_10	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2010	unchanged
KF688568	BFDV_AUS_04_343	unchanged	Australia	unchanged	Amazona oratrix	unchanged	2004	unchanged
KF688569	BFDV_AUS_04_370	unchanged	Australia	unchanged	Melopsittacus undulatus	unchanged	2004	unchanged
KF688570	BFDV_AUS_04_862	unchanged	Australia	unchanged	Melopsittacus undulatus	unchanged	2004	unchanged
KF688571	BFDV_AUS_04_955	unchanged	Australia	unchanged	Melopsittacus undulatus	unchanged	2004	unchanged
KF688572	BFDV_AUS_04_902	unchanged	Australia	unchanged	Eclectus roratus	unchanged	2004	unchanged
KF688573	BFDV_AUS_04_696	unchanged	Australia	unchanged	Eclectus roratus	unchanged	2005	unchanged
KF723384	6IT09	unchanged	Italy	unchanged	Psittacus erithacus	unchanged	2009	unchanged
KF723385	3IT09	unchanged	Italy	unchanged	Psittacus erithacus	unchanged	2009	unchanged
KF723386	2IT09	unchanged	Italy	unchanged	Psittacus erithacus	unchanged	2009	unchanged
KF723387	8IT10	unchanged	Italy	unchanged	Psittacus erithacus	unchanged	2010	unchanged
KF723388	7IT09	unchanged	Italy	unchanged	Psittacus erithacus	unchanged	2009	unchanged
KF723389	4IT09	unchanged	Italy	unchanged	Psittacus erithacus	unchanged	2009	unchanged
KF723390	9IT11	unchanged	Italy	unchanged	Psittacus erithacus	unchanged	2011	unchanged
KF723391	1IT08	unchanged	Italy	unchanged	Psittacus erithacus	unchanged	2008	unchanged
KF723392	10IT11	unchanged	Italy	unchanged	Psittacus erithacus	unchanged	2011	unchanged
KF723393	5IT09	unchanged	Italy	unchanged	Psittacus erithacus	unchanged	2009	unchanged
KF723394	16IT10	unchanged	Italy	unchanged	Psittacus erithacus	unchanged	2010	unchanged
KF723395	13IT09	unchanged	Italy	unchanged	Psittacus erithacus	unchanged	2009	unchanged
KF723396	20IT11	unchanged	Italy	unchanged	Psittacus erithacus	unchanged	2011	unchanged
KF723397	19IT11	unchanged	Italy	unchanged	Psittacus erithacus	unchanged	2011	unchanged
KF723398	18IT11	unchanged	Italy	unchanged	Psittacus erithacus	unchanged	2011	unchanged
KF723399	15IT10	unchanged	Italy	unchanged	Psittacus erithacus	unchanged	2010	unchanged
KF723400	17IT10	unchanged	Italy	unchanged	Psittacus erithacus	unchanged	2010	unchanged
KF723401	12IT09	unchanged	Italy	unchanged	Psittacus erithacus	unchanged	2009	unchanged
KF723402	11IT09	unchanged	Italy	unchanged	Psittacus erithacus	unchanged	2009	unchanged
KF723403	14IT09	unchanged	Italy	unchanged	Psittacus erithacus	unchanged	2009	unchanged
KF768545	BFDV_NC13_35	unchanged	New Caledonia	unchanged	Trichoglossus haematodus deplanchii	unchanged	2013	unchanged
KF768546	BFDV_NC13_31	unchanged	New Caledonia	unchanged	Trichoglossus haematodus deplanchii	unchanged	2013	unchanged
KF768547	BFDV_NC13_30	unchanged	New Caledonia	unchanged	Trichoglossus haematodus deplanchii	unchanged	2013	unchanged
KF768548	BFDV_NC13_27	unchanged	New Caledonia	unchanged	Trichoglossus haematodus deplanchii	unchanged	2013	unchanged
KF768549	BFDV_NC13_20	unchanged	New Caledonia	unchanged	Trichoglossus haematodus deplanchii	unchanged	2013	unchanged
KF768550	BFDV_DL02B	unchanged	New Caledonia	unchanged	Trichoglossus haematodus deplanchii	unchanged	2012	unchanged
KF768551	BFDV_DL03B	unchanged	New Caledonia	unchanged	Trichoglossus haematodus deplanchii	unchanged	2012	unchanged
KF768552	BFDV_DL10B	unchanged	New Caledonia	unchanged	Trichoglossus haematodus deplanchii	unchanged	2012	unchanged
KF768553	BFDV_DL11B	unchanged	New Caledonia	unchanged	Trichoglossus haematodus deplanchii	unchanged	2012	unchanged
KF850537	BFDV_AUS_RP_13_1683	unchanged	Australia	unchanged	Polytelis anthopeplus monarchoides	unchanged	2013	unchanged
KJ413143	BFDV_RS	unchanged	Serbia	unchanged	-	unchanged	2013	unchanged
KJ634410	BFDV_AUS_11_1118_V1	unchanged	Australia	unchanged	Neophema chrysogaster	unchanged	2011	unchanged
KJ634411	BFDV_AUS_12_21441_V1	unchanged	Australia	unchanged	Neophema chrysogaster	unchanged	2012	unchanged
KJ634412	BFDV_AUS_12_21443_V1	unchanged	Australia	unchanged	Neophema chrysogaster	unchanged	2012	unchanged
KJ634413	BFDV_AUS_12_21447_V1	unchanged	Australia	unchanged	Neophema chrysogaster	unchanged	2012	unchanged
KJ634414	BFDV_AUS_12_214411_V1	unchanged	Australia	unchanged	Neophema chrysogaster	unchanged	2012	unchanged
KJ634415	BFDV_AUS_12_1499	unchanged	Australia	unchanged	Trichoglossus haematodus	unchanged	2012	unchanged
KJ634416	BFDV_AUS_12_2146_V1	unchanged	Australia	unchanged	Trichoglossus haematodus	unchanged	2012	unchanged
KJ634417	BFDV_AUS_12_2147_V1	unchanged	Australia	unchanged	Trichoglossus haematodus	unchanged	2012	unchanged
KJ634418	BFDV_AUS_12_18042	unchanged	Australia	unchanged	Trichoglossus rubritorquis	unchanged	2012	unchanged
KJ634419	BFDV_AUS_12_18043	unchanged	Australia	unchanged	Trichoglossus rubritorquis	unchanged	2012	unchanged
KJ634420	BFDV_AUS_12_18045	unchanged	Australia	unchanged	Trichoglossus rubritorquis	unchanged	2012	unchanged
KJ634421	BFDV_AUS_12_18046	unchanged	Australia	unchanged	Trichoglossus rubritorquis	unchanged	2012	unchanged
KJ634422	BFDV_AUS_12_18048	unchanged	Australia	unchanged	Trichoglossus rubritorquis	unchanged	2012	unchanged
KJ634423	BFDV_AUS_10_W06_V1	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2010	unchanged
KJ634424	BFDV_AUS_10_W167_V1	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2010	unchanged
KJ634425	BFDV_AUS_12_1437	unchanged	Australia	unchanged	Eolophus roseicapillus	unchanged	2012	unchanged
KJ634426	BFDV_AUS_92_SR14_Vac	unchanged	Australia	unchanged	Cacatua galerita	unchanged	1992	unchanged
KJ641714	BtRp-CV-14/GD2012	unchanged	China	unchanged	Rhinolophus pusillus	unchanged	2012	unchanged
KJ866054	BFDV_AUS_MRP_14_1195_001	unchanged	Australia	unchanged	Barnardius zonarius barnardi	unchanged	2014	unchanged
KJ953846	0-QLD	unchanged	Australia	unchanged	Platycercus elegans	unchanged	-	unchanged
KJ953847	1-VIC-2004	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2004	unchanged
KJ953848	2-VIC-2005	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2005	unchanged
KJ953849	3-VIC-2011	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2011	unchanged
KJ953850	5-VIC-2005	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2005	unchanged
KJ953851	28-VIC-2006	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2006	unchanged
KJ953852	26-VIC-2006	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2006	unchanged
KJ953853	30-VIC-2006	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2006	unchanged
KJ953854	32-VIC-2006	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2006	unchanged
KJ953855	33-VIC-2006	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2006	unchanged
KJ953856	31-VIC-2006	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2006	unchanged
KJ953857	36-SA-2005	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2005	unchanged
KJ953858	34-VIC-2011	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2011	unchanged
KJ953859	6-SA-2004	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2004	unchanged
KJ953860	27-VIC-2006	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2006	unchanged
KJ953861	7-SA-2005	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2005	unchanged
KJ953862	9-SA-2005	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2005	unchanged
KJ953863	10-NSW-2005	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2005	unchanged
KJ953864	8-SA-2004	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2004	unchanged
KJ953865	29-VIC-2006	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2006	unchanged
KJ953866	14-NSW-2006	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2006	unchanged
KJ953867	39-SA-2006	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2006	unchanged
KJ953868	11-NSW-2005	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2005	unchanged
KJ953869	35-SA-2005	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2005	unchanged
KJ953870	4-VIC-2005	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2005	unchanged
KJ953871	38-SA-2006	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2006	unchanged
KJ953872	12-NSW-2005	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2005	unchanged
KJ953873	13-NSW-2005	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2006	unchanged
KJ953874	15-NSW-2006	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2006	unchanged
KJ953875	37-SA-2006	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2006	unchanged
KJ953876	16-NSW-2006	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2006	unchanged
KJ953877	17-NSW-2006	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2006	unchanged
KJ953878	18-NSW-2006	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2006	unchanged
KJ953879	19-NSW-2006	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2006	unchanged
KJ953880	20-NSW-2006	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2006	unchanged
KJ953881	21-VIC-2006	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2006	unchanged
KJ953882	22-VIC-2006	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2006	unchanged
KJ953883	23-VIC-2006	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2006	unchanged
