sequenceID	locus_name	locus_numeric_id	stem.duplicate_id	host_species	host_class	host_superorder	host_order	host_family	host_genus	organism	target_datatype	target_version	target_name	scaffold	orientation	extract_start	extract_end	subject_start	subject_end	query_start	query_end	align_len	bitscore	identity	evalue_num	evalue_exp	gap_openings	mismatches	sequence_length
circo.51.396-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.396	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974392.1	-	5505588	5506436	9	298	25	849	304	258	60.855	2.2	85	9	0	849
circo.51.397-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.397	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738408.1	+	35412782	35413075	2	100	1	294	99	88.2	51.515	3.02	22	1	0	294
circo.51.398-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.398	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738410.1	-	92232120	92232755	62	279	1	627	237	235	62.025	1.47	77	7	0	636
circo.51.399-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.399	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738414.1	-	40939204	40939788	55	249	10	585	204	221	68.137	2.29	72	6	0	585
circo.51.400-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.400	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	WMAJ01006696.1	+	61037	61865	52	298	143	829	265	232	59.245	3.54	75	10	0	829
circo.51.401-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.401	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974422.1	-	8370462	8371289	8	289	19	828	291	280	64.605	6.4	94	8	0	828
circo.51.402-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.402	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974444.1	-	10506742	10507366	164	271	317	625	108	157	75	4.03	66	1	0	625
circo.51.403-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.403	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738410.1	+	80495370	80496053	3	237	1	684	248	234	61.29	9.31	77	7	0	684
circo.51.404-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.404	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738410.1	+	27783227	27783916	2	237	1	690	258	164	48.062	2.38	49	9	0	690
circo.51.405-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.405	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738406.1	+	121465948	121466536	139	212	243	458	75	110	81.333	4.88	59	3	0	589
circo.51.406-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.406	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974469.1	-	1421558	1422293	36	230	102	659	202	168	58.911	6.34	51	7	0	736
circo.51.407-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.407	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738409.1	-	49779512	49780267	2	129	1	375	129	172	74.419	2.08	75	5	0	756
circo.51.408-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.408	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738410.1	+	27714423	27715001	121	237	235	579	123	127	63.415	5.48	36	3	0	579
circo.51.409-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.409	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974469.1	+	1368360	1369066	36	237	102	695	212	188	59.434	7.23	59	6	0	707
circo.51.410-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.410	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738418.1	+	61211091	61211873	140	271	403	783	133	166	71.429	2.25	71	3	0	783
circo.51.411-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.411	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01012200.1	+	31769	32609	52	298	152	841	247	273	70.445	2.43	91	8	0	841
circo.51.412-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.412	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01007296.1	+	28359	29048	160	234	396	620	75	125	82.667	1.92	34	0	0	690
circo.51.413-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.413	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01006583.1	-	98283	98573	2	99	1	291	98	97.8	55.102	5.16	26	1	0	291
circo.51.414-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.414	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01023051.1	+	1864	2358	64	230	1	495	174	166	60.92	4.32	51	6	0	495
circo.51.415-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.415	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01008773.1	-	12693	13285	55	133	1	228	79	103	79.747	1.01	44	3	0	593
circo.51.416-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.416	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01016669.1	-	12437	13176	2	140	1	435	149	124	57.718	9.96	34	7	0	740
circo.51.417-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.417	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01008717.1	-	3620	4355	169	261	449	727	93	149	80.645	3.38	62	0	0	736
circo.51.418-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.418	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01007464.1	+	58750	59379	55	256	1	630	225	186	58.222	3.33	58	10	0	630
circo.51.419-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.419	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01015553.1	-	12952	13718	185	256	552	767	72	117	79.167	3.99	31	0	0	767
circo.51.420-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.420	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01021107.1	+	11440	12275	164	298	450	836	135	197	76.296	8.65	75	2	0	836
circo.51.421-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.421	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01007649.1	-	5928	6632	2	236	1	705	241	171	55.187	2.66	52	7	0	705
circo.51.422-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.422	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01004406.1	-	149548	149868	132	191	141	320	61	65.9	65.574	1.18	22	2	0	321
circo.51.423-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.423	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01012219.1	+	41754	42544	39	140	111	404	102	91.7	57.843	1.51	47	3	0	791
circo.51.424-Ailuropoda_melanoleuca	circo.51-Carnivore-con_translated	51	circo.51.424	Ailuropoda_melanoleuca	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ailuropoda	Ailuropoda_melanoleuca	low_coverage	goldenpath_ailMel1	ailMel1.fa	GL192665.1	-	105556	105822	139	220	19	264	83	107	72.289	8.27	30	2	0	267
circo.51.425-Ailuropoda_melanoleuca	circo.51-Carnivore-con_translated	51	circo.51.425	Ailuropoda_melanoleuca	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ailuropoda	Ailuropoda_melanoleuca	low_coverage	goldenpath_ailMel1	ailMel1.fa	GL192663.1	+	282219	282642	169	236	221	424	68	75.1	54.412	6.47	24	0	0	424
circo.51.426-Canis_familiaris	circo.51-Carnivore-con_translated	51	circo.51.426	Canis_familiaris	Mammalia	Laurasiatheria	Carnivora	Canidae	Canis	Canis_familiaris	low_coverage	goldenpath_canFam3	canFam3.fa	chr5	-	30121161	30121871	97	209	243	572	113	102	61.062	2.37	48	3	0	711
circo.51.427-Ursus_maritimus	circo.51-Carnivore-con_translated	51	circo.51.427	Ursus_maritimus	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	Ursus_maritimus	low_coverage	GAJD01_1.0_june_2013	29073_ref_UrsMar_1.0_chrUn.fa	gi|666359632|ref|NW_007907207.1|	-	16054	17088	52	191	152	559	140	149	67.857	1.05	53	4	0	1035
circo.51.428-Ursus_maritimus	circo.51-Carnivore-con_translated	51	circo.51.428	Ursus_maritimus	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	Ursus_maritimus	low_coverage	GAJD01_1.0_june_2013	29073_ref_UrsMar_1.0_chrUn.fa	gi|666359579|ref|NW_007907260.1|	-	4182	5021	140	290	406	837	151	196	69.536	4.6	97	3	0	840
circo.51.429-Ursus_maritimus	circo.51-Carnivore-con_translated	51	circo.51.429	Ursus_maritimus	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	Ursus_maritimus	low_coverage	GAJD01_1.0_june_2013	29073_ref_UrsMar_1.0_chrUn.fa	gi|666359624|ref|NW_007907215.1|	+	9197288	9198080	76	209	204	590	144	108	55.556	1.13	43	8	0	793
circo.51.430-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.430	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154091.1	+	35561127	35561930	10	279	13	795	289	286	61.592	1.58	96	7	0	804
circo.51.431-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.431	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154168.1	+	4074384	4074944	2	140	1	444	151	159	63.576	4.81	48	5	0	561
circo.51.432-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.432	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154391.1	+	12846	13136	2	99	1	291	99	88.2	53.535	2.13	22	3	0	291
circo.51.433-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.433	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154108.1	-	28821802	28822555	52	258	149	754	232	186	51.724	6.66	58	6	0	754
circo.51.434-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.434	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154093.1	-	55787541	55788132	139	212	243	461	75	112	80	3.35	59	3	0	592
circo.51.435-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.435	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154085.1	-	81969019	81969776	2	133	1	372	132	145	66.667	5.09	63	4	0	758
circo.51.436-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.436	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154089.1	-	13104142	13104780	187	256	430	639	70	112	78.571	3.19	48	0	0	639
circo.51.437-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.437	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154108.1	-	5092399	5093670	2	181	1	537	183	184	63.388	1.29	54	6	0	1272
circo.51.438-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.438	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019158272.1	+	102	347	2	83	1	246	83	81.3	53.012	4.65	20	2	0	246
circo.51.439-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.439	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154096.1	+	1163018	1163731	121	207	323	580	96	94	56.25	5.04	32	3	0	714
circo.51.440-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.440	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154092.1	+	26454020	26454594	134	249	228	575	117	152	71.795	2.18	45	2	0	575
circo.51.441-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.441	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154093.1	-	55726838	55727789	11	129	1	321	119	114	61.345	3.35	29	5	0	952
circo.51.442-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.442	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154168.1	+	4021111	4021726	133	256	221	616	139	99.8	57.554	3.21	42	4	0	616
circo.51.443-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.443	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154711.1	-	4210	4850	53	227	153	641	183	90.9	51.366	9.78	22	9	0	641
circo.51.444-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.444	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154144.1	-	4028229	4028934	51	237	146	694	194	226	73.196	1.84	74	6	0	706
circo.51.445-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.445	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154200.1	+	803960	804646	3	237	1	687	254	228	59.055	2.6	74	6	0	687
circo.51.446-Arctocephalus_gazella	circo.51-Carnivore-con_translated	51	circo.51.446	Arctocephalus_gazella	Mammalia	Laurasiatheria	Carnivora	Otariidae	Arctocephalus	Arctocephalus_gazella	low_coverage	ArcGazv1.4	GCA_900500725.1_ArcGazv1.4_genomic.fna	UIRR01000387.1	-	400348	400896	101	250	76	519	159	148	60.377	4.06	44	6	0	549
circo.51.447-Arctocephalus_gazella	circo.51-Carnivore-con_translated	51	circo.51.447	Arctocephalus_gazella	Mammalia	Laurasiatheria	Carnivora	Otariidae	Arctocephalus	Arctocephalus_gazella	low_coverage	ArcGazv1.4	GCA_900500725.1_ArcGazv1.4_genomic.fna	UIRR01000038.1	+	5349433	5350274	162	290	471	839	129	191	75.194	7.48	93	2	0	842
circo.51.448-Ursus_americanus	circo.51-Carnivore-con_translated	51	circo.51.448	Ursus_americanus	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	Ursus_americanus	low_coverage	GCA_003344425.1_ASM334442v1	GCA_003344425.1_ASM334442v1_genomic.fna	LZNR01062453.1	+	2396	2713	2	106	1	312	105	103	56.19	6.51	28	1	0	318
circo.51.449-Ursus_americanus	circo.51-Carnivore-con_translated	51	circo.51.449	Ursus_americanus	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	Ursus_americanus	low_coverage	GCA_003344425.1_ASM334442v1	GCA_003344425.1_ASM334442v1_genomic.fna	LZNR01006857.1	+	61965	62715	52	256	152	751	216	143	49.074	4.57	52	9	0	751
circo.51.450-Ursus_americanus	circo.51-Carnivore-con_translated	51	circo.51.450	Ursus_americanus	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	Ursus_americanus	low_coverage	GCA_003344425.1_ASM334442v1	GCA_003344425.1_ASM334442v1_genomic.fna	LZNR01006701.1	-	7723	8522	52	271	153	800	225	246	68.444	4.46	84	8	0	800
circo.51.451-Ursus_arctos_horribilis	circo.51-Carnivore-con_translated	51	circo.51.451	Ursus_arctos_horribilis	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	Ursus_arctos_horribilis	low_coverage	ASM358476v1	GCF_003584765.1_ASM358476v1_genomic.fna	NW_020656178.1	-	16541	17575	52	191	152	559	140	151	68.571	2.22	54	4	0	1035
circo.51.452-Ursus_arctos_horribilis	circo.51-Carnivore-con_translated	51	circo.51.452	Ursus_arctos_horribilis	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	Ursus_arctos_horribilis	low_coverage	ASM358476v1	GCF_003584765.1_ASM358476v1_genomic.fna	NW_020656275.1	-	5846	5956	2	38	1	111	37	72.4	86.486	1.66	17	0	0	111
circo.51.453-Ursus_thibetanus_thibetanus	circo.51-Carnivore-con_translated	51	circo.51.453	Ursus_thibetanus_thibetanus	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	Ursus_thibetanus_thibetanus	low_coverage	ASM966005v1	GCA_009660055.1_ASM966005v1_genomic.fna	WEIE01000005.1	-	50032938	50033746	39	289	111	809	251	180	53.785	3.6	55	9	0	809
circo.51.454-Ursus_thibetanus_thibetanus	circo.51-Carnivore-con_translated	51	circo.51.454	Ursus_thibetanus_thibetanus	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	Ursus_thibetanus_thibetanus	low_coverage	ASM966005v1	GCA_009660055.1_ASM966005v1_genomic.fna	WEIE01000091.1	+	6478300	6479003	13	237	33	692	227	214	59.471	8.85	69	6	0	704
circo.51.455-Ursus_thibetanus_thibetanus	circo.51-Carnivore-con_translated	51	circo.51.455	Ursus_thibetanus_thibetanus	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	Ursus_thibetanus_thibetanus	low_coverage	ASM966005v1	GCA_009660055.1_ASM966005v1_genomic.fna	WEIE01007603.1	+	1466	2305	139	290	403	837	152	198	69.737	5.67	98	3	0	840
circo.51.456-Halichoerus_grypus	circo.51-Carnivore-con_translated	51	circo.51.456	Halichoerus_grypus	Mammalia	Laurasiatheria	Carnivora	Phocidae	Halichoerus	Halichoerus_grypus	low_coverage	Tufts_HGry_1.1	GCA_012393455.1_Tufts_HGry_1.1_genomic.fna	JAAXOB010003970.1	+	42209	43021	139	289	403	813	151	176	73.51	1.03	93	4	0	813
circo.51.457-Halichoerus_grypus	circo.51-Carnivore-con_translated	51	circo.51.457	Halichoerus_grypus	Mammalia	Laurasiatheria	Carnivora	Phocidae	Halichoerus	Halichoerus_grypus	low_coverage	Tufts_HGry_1.1	GCA_012393455.1_Tufts_HGry_1.1_genomic.fna	JAAXOB010006093.1	-	979	1797	139	260	403	744	122	143	73.77	5.34	90	2	0	819
circo.51.458-Canis_lupus_dingo	circo.51-Carnivore-con_translated	51	circo.51.458	Canis_lupus_dingo	Mammalia	Laurasiatheria	Carnivora	Canidae	Canis	Canis_lupus_dingo	low_coverage	ASM325472v1	GCA_003254725.1_ASM325472v1_genomic.fna	QKWQ01001125.1	-	75233	75943	97	209	243	572	113	102	61.062	2.03	48	3	0	711
circo.51.459-Panthera_onca	circo.51-Carnivore-con_translated	51	circo.51.459	Panthera_onca	Mammalia	Laurasiatheria	Carnivora	Felidae	Panthera	Panthera_onca	low_coverage	PanOnc_v1_BIUU	GCA_004023805.1_PanOnc_v1_BIUU_genomic.fna	PISV01006675.1	+	108535	108837	2	105	1	303	104	103	58.654	5.97	28	3	0	303
circo.51.460-Cryptoprocta_ferox	circo.51-Carnivore-con_translated	51	circo.51.460	Cryptoprocta_ferox	Mammalia	Laurasiatheria	Carnivora	Eupleridae	Cryptoprocta	Cryptoprocta_ferox	low_coverage	CryFer_v1_BIUU	GCA_004023885.1_CryFer_v1_BIUU_genomic.fna	PJEU01011843.1	+	44824	45564	2	153	1	444	153	153	64.052	5.59	50	6	0	741
circo.51.461-Vulpes_lagopus	circo.51-Carnivore-con_translated	51	circo.51.461	Vulpes_lagopus	Mammalia	Laurasiatheria	Carnivora	Canidae	Vulpes	Vulpes_lagopus	low_coverage	VulLag_v1_BIUU	GCA_004023825.1_VulLag_v1_BIUU_genomic.fna	PISU010014780.1	+	6649	7446	3	261	4	762	266	193	50	3.71	60	7	0	798
circo.51.462-Vulpes_vulpes	circo.51-Carnivore-con_translated	51	circo.51.462	Vulpes_vulpes	Mammalia	Laurasiatheria	Carnivora	Canidae	Vulpes	Vulpes_vulpes	low_coverage	VulVul2.2	GCA_003160815.1_VulVul2.2_genomic.fna	NBDQ01000322.1	+	168013	168525	97	209	184	513	113	92.4	59.292	5.78	25	3	0	513
circo.51.463-Hyaena_hyaena	circo.51-Carnivore-con_translated	51	circo.51.463	Hyaena_hyaena	Mammalia	Laurasiatheria	Carnivora	Hyaenidae	Hyaena	Hyaena_hyaena	low_coverage	HyaHya_v1	GCA_004023945.1_HyaHya_v1_BIUU_genomic.fna	PITC01035192.1	+	1398	1730	52	153	42	332	117	55.1	43.59	4.19	10	5	0	333
circo.51.464-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.464	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01023238.1	-	6286	7011	2	256	1	726	275	157	47.273	9.52	47	12	0	726
circo.51.465-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.465	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01019633.1	-	15133	16032	23	140	1	342	119	121	68.908	1.4	41	5	0	900
circo.51.466-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.466	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01047067.1	+	1346	1957	19	209	38	595	201	109	47.761	8.3	29	9	0	612
circo.51.467-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.467	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01009605.1	-	7318	7994	139	289	243	677	152	206	75	4.13	79	4	0	677
circo.51.468-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.468	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01022913.1	+	2406	3185	11	118	1	312	108	123	66.667	7.62	57	3	0	780
circo.51.469-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.469	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01016747.1	+	11426	11996	62	129	1	195	68	87.8	77.941	9.76	53	3	0	571
