taxon	sequenceID	name	genus	scaffold	host_species	host_genus	host_family	host_order
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_48084	Gulo_gulo_48084	Gulo_gulo_48084	Circovirus	CYRY01009818.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_5688	Gulo_gulo_5688	Gulo_gulo_5688	Circovirus	CYRY01018792.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_58750	Gulo_gulo_58750	Gulo_gulo_58750	Circovirus	CYRY01007464.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_5928	Gulo_gulo_5928	Gulo_gulo_5928	Circovirus	CYRY01007649.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_5972	Gulo_gulo_5972	Gulo_gulo_5972	Circovirus	CYRY01022818.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_6176	Gulo_gulo_6176	Gulo_gulo_6176	Circovirus	CYRY01019145.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_6382	Gulo_gulo_6382	Gulo_gulo_6382	Circovirus	CYRY01003325.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_67277	Gulo_gulo_67277	Gulo_gulo_67277	Circovirus	CYRY01009151.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_69403	Gulo_gulo_69403	Gulo_gulo_69403	Circovirus	CYRY01003998.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_699	Gulo_gulo_699	Gulo_gulo_699	Circovirus	CYRY01019900.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_7482	Gulo_gulo_7482	Gulo_gulo_7482	Circovirus	CYRY01013156.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_75769	Gulo_gulo_75769	Gulo_gulo_75769	Circovirus	CYRY01009137.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_7673	Gulo_gulo_7673	Gulo_gulo_7673	Circovirus	CYRY01019497.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_7961	Gulo_gulo_7961	Gulo_gulo_7961	Circovirus	CYRY01020473.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_8307	Gulo_gulo_8307	Gulo_gulo_8307	Circovirus	CYRY01009499.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_86701	Gulo_gulo_86701	Gulo_gulo_86701	Circovirus	CYRY01002600.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_9045	Gulo_gulo_9045	Gulo_gulo_9045	Circovirus	CYRY01019062.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_91702	Gulo_gulo_91702	Gulo_gulo_91702	Circovirus	CYRY01006537.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_9692	Gulo_gulo_9692	Gulo_gulo_9692	Circovirus	CYRY01022937.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_98283	Gulo_gulo_98283	Gulo_gulo_98283	Circovirus	CYRY01006583.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Halichoerus_grypus_133245	Halichoerus_grypus_133245	Halichoerus_grypus_133245	Circovirus	JAAXOB010004076.1	Halichoerus_grypus	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Halichoerus_grypus_1628607	Halichoerus_grypus_1628607	Halichoerus_grypus_1628607	Circovirus	JAAXOB010004992.1	Halichoerus_grypus	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Halichoerus_grypus_42209	Halichoerus_grypus_42209	Halichoerus_grypus_42209	Circovirus	JAAXOB010003970.1	Halichoerus_grypus	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Halichoerus_grypus_6242	Halichoerus_grypus_6242	Halichoerus_grypus_6242	Circovirus	JAAXOB010003167.1	Halichoerus_grypus	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Halichoerus_grypus_778103	Halichoerus_grypus_778103	Halichoerus_grypus_778103	Circovirus	JAAXOB010005759.1	Halichoerus_grypus	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Halichoerus_grypus_979	Halichoerus_grypus_979	Halichoerus_grypus_979	Circovirus	JAAXOB010006093.1	Halichoerus_grypus	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Helogale_parvula_541951	Helogale_parvula_541951	Helogale_parvula_541951	Circovirus	PJEM01000289.1	Helogale_parvula	-	Herpestidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Hyaena_hyaena_1398	Hyaena_hyaena_1398	Hyaena_hyaena_1398	Circovirus	PITC01035192.1	Hyaena_hyaena	-	Hyaenidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Hyaena_hyaena_15373	Hyaena_hyaena_15373	Hyaena_hyaena_15373	Circovirus	PITC01001009.1	Hyaena_hyaena	-	Hyaenidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Hyaena_hyaena_3762	Hyaena_hyaena_3762	Hyaena_hyaena_3762	Circovirus	PITC01038419.1	Hyaena_hyaena	-	Hyaenidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Leptonychotes_weddellii_10243	Leptonychotes_weddellii_10243	Leptonychotes_weddellii_10243	Circovirus	gi|472266465|gb|KB718192.1|	Leptonychotes_weddellii	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Leptonychotes_weddellii_1025740	Leptonychotes_weddellii_1025740	Leptonychotes_weddellii_1025740	Circovirus	gi|472269546|gb|KB715143.1|	Leptonychotes_weddellii	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Leptonychotes_weddellii_127587	Leptonychotes_weddellii_127587	Leptonychotes_weddellii_127587	Circovirus	gi|472269421|gb|KB715268.1|	Leptonychotes_weddellii	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Leptonychotes_weddellii_751888	Leptonychotes_weddellii_751888	Leptonychotes_weddellii_751888	Circovirus	gi|472269643|gb|KB715046.1|	Leptonychotes_weddellii	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Leptonychotes_weddellii_814667	Leptonychotes_weddellii_814667	Leptonychotes_weddellii_814667	Circovirus	gi|472269643|gb|KB715046.1|	Leptonychotes_weddellii	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_104164960	Lutra_lutra_104164960	Lutra_lutra_104164960	Circovirus	LR738406.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_10487384	Lutra_lutra_10487384	Lutra_lutra_10487384	Circovirus	ML974445.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_10506742	Lutra_lutra_10506742	Lutra_lutra_10506742	Circovirus	ML974444.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_10619196	Lutra_lutra_10619196	Lutra_lutra_10619196	Circovirus	LR738410.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_1077203	Lutra_lutra_1077203	Lutra_lutra_1077203	Circovirus	LR738413.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_108716899	Lutra_lutra_108716899	Lutra_lutra_108716899	Circovirus	LR738413.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_10906692	Lutra_lutra_10906692	Lutra_lutra_10906692	Circovirus	ML974380.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_11132822	Lutra_lutra_11132822	Lutra_lutra_11132822	Circovirus	ML974416.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_11280688	Lutra_lutra_11280688	Lutra_lutra_11280688	Circovirus	ML974416.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_114600183	Lutra_lutra_114600183	Lutra_lutra_114600183	Circovirus	LR738411.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_120801096	Lutra_lutra_120801096	Lutra_lutra_120801096	Circovirus	ML974370.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_121465948	Lutra_lutra_121465948	Lutra_lutra_121465948	Circovirus	LR738406.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_121519753	Lutra_lutra_121519753	Lutra_lutra_121519753	Circovirus	LR738406.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_1241891	Lutra_lutra_1241891	Lutra_lutra_1241891	Circovirus	ML974563.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_1249558	Lutra_lutra_1249558	Lutra_lutra_1249558	Circovirus	ML974483.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_128808916	Lutra_lutra_128808916	Lutra_lutra_128808916	Circovirus	LR738405.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_13006881	Lutra_lutra_13006881	Lutra_lutra_13006881	Circovirus	ML974379.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_130984	Lutra_lutra_130984	Lutra_lutra_130984	Circovirus	ML974479.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_1368360	Lutra_lutra_1368360	Lutra_lutra_1368360	Circovirus	ML974469.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_13696356	Lutra_lutra_13696356	Lutra_lutra_13696356	Circovirus	ML974423.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_137272599	Lutra_lutra_137272599	Lutra_lutra_137272599	Circovirus	LR738408.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_14129	Lutra_lutra_14129	Lutra_lutra_14129	Circovirus	ML974480.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_1421558	Lutra_lutra_1421558	Lutra_lutra_1421558	Circovirus	ML974469.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_14302973	Lutra_lutra_14302973	Lutra_lutra_14302973	Circovirus	ML974397.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_14363789	Lutra_lutra_14363789	Lutra_lutra_14363789	Circovirus	ML974386.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_144500516	Lutra_lutra_144500516	Lutra_lutra_144500516	Circovirus	LR738407.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_1534258	Lutra_lutra_1534258	Lutra_lutra_1534258	Circovirus	ML974481.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_16313824	Lutra_lutra_16313824	Lutra_lutra_16313824	Circovirus	ML974378.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_1634177	Lutra_lutra_1634177	Lutra_lutra_1634177	Circovirus	ML974560.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_18025	Lutra_lutra_18025	Lutra_lutra_18025	Circovirus	ML974442.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_18557486	Lutra_lutra_18557486	Lutra_lutra_18557486	Circovirus	ML974393.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_1902533	Lutra_lutra_1902533	Lutra_lutra_1902533	Circovirus	ML974396.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_1955082	Lutra_lutra_1955082	Lutra_lutra_1955082	Circovirus	ML974396.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_1975845	Lutra_lutra_1975845	Lutra_lutra_1975845	Circovirus	ML974396.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_201300629	Lutra_lutra_201300629	Lutra_lutra_201300629	Circovirus	LR738405.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_2032058	Lutra_lutra_2032058	Lutra_lutra_2032058	Circovirus	ML974396.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_2160024	Lutra_lutra_2160024	Lutra_lutra_2160024	Circovirus	ML974471.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_23485147	Lutra_lutra_23485147	Lutra_lutra_23485147	Circovirus	ML974379.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_23597603	Lutra_lutra_23597603	Lutra_lutra_23597603	Circovirus	ML974379.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_2693466	Lutra_lutra_2693466	Lutra_lutra_2693466	Circovirus	ML974475.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_2745728	Lutra_lutra_2745728	Lutra_lutra_2745728	Circovirus	ML974475.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_27562040	Lutra_lutra_27562040	Lutra_lutra_27562040	Circovirus	ML974378.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_27714423	Lutra_lutra_27714423	Lutra_lutra_27714423	Circovirus	LR738410.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_27783227	Lutra_lutra_27783227	Lutra_lutra_27783227	Circovirus	LR738410.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_27813738	Lutra_lutra_27813738	Lutra_lutra_27813738	Circovirus	LR738410.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_28643126	Lutra_lutra_28643126	Lutra_lutra_28643126	Circovirus	LR738404.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_28806009	Lutra_lutra_28806009	Lutra_lutra_28806009	Circovirus	LR738417.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_31880912	Lutra_lutra_31880912	Lutra_lutra_31880912	Circovirus	LR738415.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_32118	Lutra_lutra_32118	Lutra_lutra_32118	Circovirus	ML974397.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_325106	Lutra_lutra_325106	Lutra_lutra_325106	Circovirus	ML974602.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_3448647	Lutra_lutra_3448647	Lutra_lutra_3448647	Circovirus	ML974402.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_3501707	Lutra_lutra_3501707	Lutra_lutra_3501707	Circovirus	ML974402.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_35233081	Lutra_lutra_35233081	Lutra_lutra_35233081	Circovirus	LR738409.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_35363567	Lutra_lutra_35363567	Lutra_lutra_35363567	Circovirus	LR738408.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_35412782	Lutra_lutra_35412782	Lutra_lutra_35412782	Circovirus	LR738408.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_35433613	Lutra_lutra_35433613	Lutra_lutra_35433613	Circovirus	LR738408.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_35498451	Lutra_lutra_35498451	Lutra_lutra_35498451	Circovirus	LR738408.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_36358691	Lutra_lutra_36358691	Lutra_lutra_36358691	Circovirus	ML974378.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_36406595	Lutra_lutra_36406595	Lutra_lutra_36406595	Circovirus	ML974378.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_371882	Lutra_lutra_371882	Lutra_lutra_371882	Circovirus	ML974445.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_39484999	Lutra_lutra_39484999	Lutra_lutra_39484999	Circovirus	ML974374.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_3996738	Lutra_lutra_3996738	Lutra_lutra_3996738	Circovirus	ML974436.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_400256	Lutra_lutra_400256	Lutra_lutra_400256	Circovirus	LR738408.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_40939204	Lutra_lutra_40939204	Lutra_lutra_40939204	Circovirus	LR738414.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_43743562	Lutra_lutra_43743562	Lutra_lutra_43743562	Circovirus	LR738410.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_43780202	Lutra_lutra_43780202	Lutra_lutra_43780202	Circovirus	LR738410.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_43986473	Lutra_lutra_43986473	Lutra_lutra_43986473	Circovirus	LR738410.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_44106	Lutra_lutra_44106	Lutra_lutra_44106	Circovirus	LR738412.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_48951488	Lutra_lutra_48951488	Lutra_lutra_48951488	Circovirus	LR738404.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_49078336	Lutra_lutra_49078336	Lutra_lutra_49078336	Circovirus	LR738404.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_496621	Lutra_lutra_496621	Lutra_lutra_496621	Circovirus	LR738416.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_49779512	Lutra_lutra_49779512	Lutra_lutra_49779512	Circovirus	LR738409.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_5154416	Lutra_lutra_5154416	Lutra_lutra_5154416	Circovirus	LR738417.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_5505588	Lutra_lutra_5505588	Lutra_lutra_5505588	Circovirus	ML974392.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_56064467	Lutra_lutra_56064467	Lutra_lutra_56064467	Circovirus	LR738416.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_59994677	Lutra_lutra_59994677	Lutra_lutra_59994677	Circovirus	LR738404.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_60281554	Lutra_lutra_60281554	Lutra_lutra_60281554	Circovirus	LR738419.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_60968	Lutra_lutra_60968	Lutra_lutra_60968	Circovirus	WMAJ01006697.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_61037	Lutra_lutra_61037	Lutra_lutra_61037	Circovirus	WMAJ01006696.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_61211091	Lutra_lutra_61211091	Lutra_lutra_61211091	Circovirus	LR738418.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_62363784	Lutra_lutra_62363784	Lutra_lutra_62363784	Circovirus	LR738408.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_649118	Lutra_lutra_649118	Lutra_lutra_649118	Circovirus	ML974536.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_6542737	Lutra_lutra_6542737	Lutra_lutra_6542737	Circovirus	ML974385.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_66479692	Lutra_lutra_66479692	Lutra_lutra_66479692	Circovirus	LR738407.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_665825	Lutra_lutra_665825	Lutra_lutra_665825	Circovirus	LR738416.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_71159386	Lutra_lutra_71159386	Lutra_lutra_71159386	Circovirus	LR738410.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_74376326	Lutra_lutra_74376326	Lutra_lutra_74376326	Circovirus	LR738411.1	Lutra_lutra	-	Mustelidae	Carnivora
