taxon	sequenceID	pubmed_id	length	genus	name	full_name	clade	isolate	host_sci_name	sample_date	country
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JQ782206	JQ782206	22638639	1989	Circovirus	BFDV	Beak and feather disease virus	Avian-1	YCP19	Cyanoramphus auriceps	2012	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JQ782207	JQ782207	22638639	1989	Circovirus	BFDV	Beak and feather disease virus	Avian-1	YCP25	Cyanoramphus auriceps	2012	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JQ782208	JQ782208	22638639	1989	Circovirus	BFDV	Beak and feather disease virus	Avian-1	YCP20	Cyanoramphus auriceps	2012	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX049196	JX049196	22855782	1997	Circovirus	BFDV	Beak and feather disease virus	Avian-1	NC107	Trichoglossus haematodus deplanchii	2011	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX049197	JX049197	22855782	1997	Circovirus	BFDV	Beak and feather disease virus	Avian-1	NC108	Trichoglossus haematodus deplanchii	2011	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX049198	JX049198	22855782	1997	Circovirus	BFDV	Beak and feather disease virus	Avian-1	NC109	Trichoglossus haematodus deplanchii	2011	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX049199	JX049199	22855782	1997	Circovirus	BFDV	Beak and feather disease virus	Avian-1	NCF19	Trichoglossus haematodus deplanchii	2011	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX049200	JX049200	22855782	1997	Circovirus	BFDV	Beak and feather disease virus	Avian-1	NCL1	Trichoglossus haematodus deplanchii	2011	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX049201	JX049201	22855782	1997	Circovirus	BFDV	Beak and feather disease virus	Avian-1	NCL3	Trichoglossus haematodus deplanchii	2011	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX049202	JX049202	22855782	1997	Circovirus	BFDV	Beak and feather disease virus	Avian-1	NCL7	Trichoglossus haematodus deplanchii	2011	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX049203	JX049203	22855782	1997	Circovirus	BFDV	Beak and feather disease virus	Avian-1	NCL9	Trichoglossus haematodus deplanchii	2011	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX049204	JX049204	22855782	1997	Circovirus	BFDV	Beak and feather disease virus	Avian-1	2NC37F	Trichoglossus haematodus deplanchii	2011	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX049205	JX049205	22855782	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	2NC38F	Trichoglossus haematodus deplanchii	2011	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX049206	JX049206	22855782	1997	Circovirus	BFDV	Beak and feather disease virus	Avian-1	2NC39B	Trichoglossus haematodus deplanchii	2011	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX049207	JX049207	22855782	1998	Circovirus	BFDV	Beak and feather disease virus	Avian-1	2NC40F	Trichoglossus haematodus deplanchii	2011	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX049208	JX049208	22855782	1997	Circovirus	BFDV	Beak and feather disease virus	Avian-1	2NC41B	Trichoglossus haematodus deplanchii	2011	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX049209	JX049209	22855782	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	2NC42B	Trichoglossus haematodus deplanchii	2011	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX049210	JX049210	22855782	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	2NC43B	Trichoglossus haematodus deplanchii	2011	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX049211	JX049211	22855782	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	2NC44B	Trichoglossus haematodus deplanchii	2011	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX049212	JX049212	22855782	1997	Circovirus	BFDV	Beak and feather disease virus	Avian-1	2NC94F	Trichoglossus haematodus deplanchii	2011	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX049213	JX049213	22855782	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	2NC85B	Eclectus roratus	2011	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX049217	JX049217	22855782	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	2NC89B	Eclectus roratus	2011	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX049218	JX049218	22855782	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	2NC90B	Eclectus roratus	2011	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX049220	JX049220	22855782	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	2NC92F	Cyanoramphus saisetti	2011	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221004	JX221004	23324468	1992	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-Q_PL-1067_2010	Melopsittacus undulatus	2010	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221006	JX221006	23324468	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-J_PL-1229_2010	Platycercus elegans	2011	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221007	JX221007	23324468	1997	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-J_PL-1232_2011	Psittacula krameri	2011	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221008	JX221008	23324468	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-J_PL-1233_2011	Psittacula krameri	2011	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221009	JX221009	23324468	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-Q_PL-1240_2011	Melopsittacus undulatus	2011	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221013	JX221013	23324468	1997	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-I_PL-13_2003	Poicephalus robustus	2003	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221015	JX221015	23324468	1992	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-S_PL-168_2006	Aprosmictus erythropterus	2006	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221016	JX221016	23324468	1992	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-S_PL-169_2006	Aprosmictus erythropterus	2006	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221017	JX221017	23324468	1995	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-T_PL-328_2007	Psittacula krameri	2007	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221018	JX221018	23324468	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-T_PL-336_2007	Psittacus erithacus	2007	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221020	JX221020	23324468	1995	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-T_PL-376_2007	Psittacus erithacus	2007	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221021	JX221021	23324468	1995	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-T_PL-378_2007	Amazona amazonica	2007	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221022	JX221022	23324468	1995	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-T_PL-399_2007	Psittacus erithacus	2007	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221024	JX221024	23324468	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-Q_PL-418_2007	Forpus coelestis	2007	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221025	JX221025	23324468	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-B-D_PL-479_2007	Cacatua alba	2007	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221026	JX221026	23324468	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-B-D_PL-482_2007	Melopsittacus undulatus	2007	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221027	JX221027	23324468	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-B-D_PL-483_2007	Melopsittacus undulatus	2007	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221028	JX221028	23324468	1994	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-B-D_PL-496_2007	Melopsittacus undulatus	2007	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221032	JX221032	23324468	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-J_PL-573_2008	Psittacus erithacus	2008	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221033	JX221033	23324468	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-J_PL-677_2008	Alisterus scapularis	2008	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221034	JX221034	23324468	1994	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-N_PL-680_2008	Melopsittacus undulatus	2008	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221035	JX221035	23324468	1998	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-J_PL-683_2008	Platycercus eximius	2008	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221036	JX221036	23324468	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-J_PL-684_2008	Alexandrine parakeet	2008	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221037	JX221037	23324468	1997	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-J_PL-688_2008	Psittacus erithacus	2008	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221038	JX221038	23324468	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-I_PL-711_2008	Psittacus erithacus	2008	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221039	JX221039	23324468	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-I_PL-717_2008	Psittacus erithacus	2008	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221040	JX221040	23324468	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-R_PL-742_2008	Amazona aestiva	2008	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221041	JX221041	23324468	1995	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-J_PL-785_2009	Psittacus erithacus	2009	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221042	JX221042	23324468	1994	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-I_PL-830_2009	Alexandrine parakeet	2009	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JX221043	JX221043	23324468	1992	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-Q_PL-902_2009	Platycercus elegans	2009	Poland
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KC121339	KC121339	23403150	597	Circovirus	BFDV	Beak and feather disease virus	Avian-1	COR08000	Cacatua pastinator	2008	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KC121340	KC121340	23403150	597	Circovirus	BFDV	Beak and feather disease virus	Avian-1	OBP08450	Neophema chrysogaster	2008	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KC693651	KC693651	24416396	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS12082720213	Neophema chrysogaster	2012	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KC980909	KC980909	-	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	Taiwan-1	Cacatua ophthalmica	2013	Taiwan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF188681	KF188681	24416396	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS08-416-OBP-TAS-19144	Orange-bellied parrot	-	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF188682	KF188682	24416396	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS08-418-OBP-TAS-19118	Orange-bellied parrot	-	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF188683	KF188683	24416396	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS08-423-OBP-TAS-19076	Orange-bellied parrot	-	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF188684	KF188684	24416396	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS08-424-OBP-TAS-19136	Orange-bellied parrot	-	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF188685	KF188685	24416396	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS08-425-OBP-TAS-19140	Orange-bellied parrot	-	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF188686	KF188686	24416396	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS08-448-OBP-TAS-19124	Orange-bellied parrot	-	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF188687	KF188687	24416396	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS08-449-OBP-TAS-19167	Orange-bellied parrot	-	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF188688	KF188688	24416396	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS08-450-OBP-TAS-19183	Orange-bellied parrot	-	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF188689	KF188689	24416396	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS08-459-OBP-TAS-19157	Orange-bellied parrot	-	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF188690	KF188690	24416396	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS08-482-OBP-TAS-19139	Orange-bellied parrot	-	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF188691	KF188691	24416396	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS10-1017-OBP-VIC-HS030910-B	Orange-bellied parrot	-	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF188692	KF188692	24416396	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS10-1018-OBP-VIC-HS030910-c	Orange-bellied parrot	-	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF188693	KF188693	24416396	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS11-1361-OBP-VIC-B10750	Orange-bellied parrot	-	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF188694	KF188694	24416396	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS12-0364-OBP-TAS-B10083	Orange-bellied parrot	-	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385399	KF385399	25010272	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_RTBC_13_1780_052	Calyptorhynchus banksii	2013	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385400	KF385400	25010272	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_RTBC_13_1780_055	Calyptorhynchus banksii	2013	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385401	KF385401	25010272	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_GGC_96_1404	Callocephalon fimbriatum	1996	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385402	KF385402	25010272	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_GGC_04_604	Callocephalon fimbriatum	2004	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385403	KF385403	25010272	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_GGC_10_863	Callocephalon fimbriatum	2010	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385404	KF385404	25010272	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_GGC_11_1212	Callocephalon fimbriatum	2011	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385405	KF385405	25010272	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_GGC_11_1213	Callocephalon fimbriatum	2011	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385406	KF385406	25010272	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_MMC_04_593	Cacatua leadbeateri	2004	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385407	KF385407	25010272	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_MMC_1997	Cacatua leadbeateri	1997	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385408	KF385408	25010272	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_GBC_06_939	Calyptorhynchus lathami	2006	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385409	KF385409	25010272	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_GBC_11_383	Calyptorhynchus lathami	2011	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385410	KF385410	25010272	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_GBC_11_385	Calyptorhynchus lathami	2011	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385411	KF385411	25010272	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_GBC_11_391	Calyptorhynchus lathami	2011	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385412	KF385412	25010272	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_GBC_11_392	Calyptorhynchus lathami	2011	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385413	KF385413	25010272	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_SCC_05_746	Cacatua galerita	2005	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385414	KF385414	25010272	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_SCC_06_854	Cacatua galerita	2006	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385415	KF385415	25010272	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_SCC_12_3044_001	Cacatua galerita	2012	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385417	KF385417	25010272	1995	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_SCC_13_0679_001	Cacatua galerita	2013	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385418	KF385418	25010272	1995	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_SCC_W0610	Cacatua galerita	2010	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385419	KF385419	25010272	1995	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_SCC_W16710	Cacatua galerita	2010	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385420	KF385420	25010272	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_LBC_LBC2	Cacatua tenuirostris	2010	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385421	KF385421	25010272	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_LBC_LBC6	Cacatua tenuirostris	2010	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385422	KF385422	25010272	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_LBC_LBC7	Cacatua tenuirostris	2010	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385423	KF385423	25010272	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_LBC_LBC10	Cacatua tenuirostris	2010	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385424	KF385424	25010272	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_LBC_LBC11	Cacatua tenuirostris	2010	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385425	KF385425	25010272	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_LBC_LBC33	Cacatua tenuirostris	2010	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385426	KF385426	25010272	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_LBC_LBC50	Cacatua tenuirostris	2010	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385427	KF385427	25010272	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_LBC_LBC51	Cacatua tenuirostris	2010	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385428	KF385428	25010272	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_LBC_W45610	Cacatua tenuirostris	2010	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385429	KF385429	25010272	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_LBC_13_1622_006	Cacatua tenuirostris	2013	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385430	KF385430	25010272	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_Galah_12_1474	Eolophus roseicapillus	2012	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385431	KF385431	25010272	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_Galah_04_065	Eolophus roseicapillus	2004	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385432	KF385432	25010272	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_Galah_04_093A	Eolophus roseicapillus	2004	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385433	KF385433	25010272	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_Galah_04_093B	Eolophus roseicapillus	2004	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385434	KF385434	25010272	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_Galah_04_245	Eolophus roseicapillus	2004	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385435	KF385435	25010272	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_Galah_04_298	Eolophus roseicapillus	2004	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF385436	KF385436	25010272	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_Galah_04_410	Eolophus roseicapillus	2004	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF467251	KF467251	24916448	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-NZ_OR2_2012	Platycercus eximius	2012	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF467252	KF467252	24916448	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-NZ_OR3_2012	Platycercus eximius	2012	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF467253	KF467253	24916448	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-NZ_OR4_2012	Platycercus eximius	2012	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF467254	KF467254	24916448	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-NZ_OR5_2012	Platycercus eximius	2012	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF499139	KF499139	25010272	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	11-1212-QE2-GGC-NSW	Callocephalon fimbriatum	2011	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF499140	KF499140	25010272	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	11-1212-QE3-GGC-NSW	Callocephalon fimbriatum	2011	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF561250	KF561250	24416396	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS12-0827-20214-OBP-TAS	Neophema chrysogaster	2012	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF673335	KF673335	24285653	1984	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	Lathamus discolor	2004	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF673336	KF673336	24285653	1984	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	Lathamus discolor	2004	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF688548	KF688548	25477410	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_RNP_B13_1996	Barnardius zonarius semitorquatus	1996	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF688549	KF688549	25477410	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_RNP_B14_1996	Barnardius zonarius semitorquatus	1996	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF688550	KF688550	25477410	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_RNP_B15_1996	Barnardius zonarius semitorquatus	1996	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF688551	KF688551	26769073	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_BP_1996	Neopsephotus bourkii	1996	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF688553	KF688553	26769073	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_HP_96_3015	Psephotus dissimilis	1996	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF723384	KF723384	24968067	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	6IT09	Psittacus erithacus	2009	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF723385	KF723385	24968067	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	3IT09	Psittacus erithacus	2009	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF723386	KF723386	24968067	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	2IT09	Psittacus erithacus	2009	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF723387	KF723387	24968067	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	8IT10	Psittacus erithacus	2010	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF723388	KF723388	24968067	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	7IT09	Psittacus erithacus	2009	Italy
