id	virus_name	full_name	virus_genus	virus_clade	organism	Phylum	Class	Superorder	Order	Family	Genus	NumericID	scaffold	extract_start	extract_end	sequence_length	orientation	assigned_name	assigned_gene	subject_start	subject_end
Zonotrichia-195	ECV.Passeriformes	Passeriformes endogenous circoviral element	Circovirus	Unclassified	Zonotrichia_albicollis	Vertebrates	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia	195	gi|538541907|ref|NW_005081687.1|	441773	442603	831	+	Zebra-finch-circovirus	Rep	1	270
Egretta-196	ECV.Pelecaniformes	Pelecaniformes endogenous circoviral element	Unclassified	Unclassified	Egretta_garzetta	Vertebrates	Aves	Neognathae	Pelecaniformes	Ardeidae	Egretta	196	scaffold453	410288	410425	138	-	Dragonfly-cyclovirus-2	Rep	238	277
Agapornis-197	ECV.Psittacidae	Psittacidae endogenous circoviral element	Circovirus	Unclassified	Agapornis_roseicollis	Vertebrates	Aves	Neognathae	Psittaciformes	Psittacidae	Agapornis	197	NDXB01007873.1	4	717	714	+	Mink-circovirus	Rep	51	274
Agapornis-198	ECV.Psittacidae	Psittacidae endogenous circoviral element	Circovirus	Unclassified	Agapornis_roseicollis	Vertebrates	Aves	Neognathae	Psittaciformes	Psittacidae	Agapornis	198	NDXB01015985.1	9105	9986	882	+	Mink-circovirus	Rep	5	287
Amazona-199	ECV.Psittacidae	Psittacidae endogenous circoviral element	Circovirus	Unclassified	Amazona_aestiva	Vertebrates	Aves	Neognathae	Psittaciformes	Psittacidae	Amazona	199	LMAW01000593.1	45091	45765	675	+	Porcine-circovirus-2	capsid	24	224
Nestor-200	ECV.Psittacidae	Psittacidae endogenous circoviral element	Circovirus	Unclassified	Nestor_notabilis	Vertebrates	Aves	Neognathae	Psittaciformes	Psittacidae	Nestor	200	scaffold7610	75806	76195	390	-	Mink-circovirus	Rep	9	138
Tinamus-201	ECV.Tinamus	Tinamus endogenous circoviral element	Circovirus	Unclassified	Tinamus_guttatus	Vertebrates	Aves	Palaeognathae	Tinamiformes	Tinamidae	Tinamus	201	C16032422	88	714	627	-	Gull-circovirus	capsid	13	209
Tinamus-202	ECV.Tinamus	Tinamus endogenous circoviral element	Circovirus	Unclassified	Tinamus_guttatus	Vertebrates	Aves	Palaeognathae	Tinamiformes	Tinamidae	Tinamus	202	scaffold13393	4897	5754	246	-	Gull-circovirus	Rep	26	108
Chrysochloris-203	ECV.Chrysochloris	Chrysochloris endogenous circoviral element	Circovirus	Unclassified	Chrysochloris_asiatica	Vertebrates	Mammalia	Afrotheria	Unclassified	Chrysochloridae	Chrysochloris	203	scaffold00010	19405139	19405384	246	-	Bat-circovirus	Rep	44	131
Chrysochloris-204	ECV.Chrysochloris	Chrysochloris endogenous circoviral element	Circovirus	Unclassified	Chrysochloris_asiatica	Vertebrates	Mammalia	Afrotheria	Unclassified	Chrysochloridae	Chrysochloris	204	scaffold00012	31587680	31588006	327	-	Canine-circovirus	Rep	21	129
Chrysochloris-205	ECV.Chrysochloris	Chrysochloris endogenous circoviral element	Circovirus	Unclassified	Chrysochloris_asiatica	Vertebrates	Mammalia	Afrotheria	Unclassified	Chrysochloridae	Chrysochloris	205	scaffold00086	2892130	2892728	599	+	Canine-circovirus	Rep	213	281
Microgale-206	ECV.Microgale	Microgale endogenous circoviral element	Circovirus	Unclassified	Microgale_talazaci	Vertebrates	Mammalia	Afrotheria	Unclassified	Tenrecidae	Microgale	206	PVJH01000292.1	29036	29661	626	-	Silurus-glanis-circovirus	Rep	27	138
Galeopterus-207	ECV.Galeopterus	Galeopterus endogenous circoviral element	Circovirus	Unclassified	Galeopterus_variegatus	Vertebrates	Mammalia	Euarchontoglires	Dermoptera	Cynocephalidae	Galeopterus	207	JMZW01452130.1	188	685	498	+	Silurus-glanis-circovirus	Rep	74	228
Galeopterus-208	ECV.Galeopterus	Galeopterus endogenous circoviral element	Circovirus	Unclassified	Galeopterus_variegatus	Vertebrates	Mammalia	Euarchontoglires	Dermoptera	Cynocephalidae	Galeopterus	208	KL179327.1	5841	5996	156	-	Starling-circovirus	Rep	196	245
Saguinus-209	ECV.Saguinus	Saguinus endogenous circoviral element	Circovirus	Unclassified	Saguinus_imperator	Vertebrates	Mammalia	Euarchontoglires	Primates	Cebidae	Saguinus	209	PVHO010039749.1	9186	10687	1502	-	Canine-circovirus	Rep	169	285
Heterocephalus-210	ECV.Heterocephalus	Heterocephalus endogenous circoviral element	Circovirus	Unclassified	Heterocephalus_glaber	Vertebrates	Mammalia	Euarchontoglires	Rodentia	Bathyergidae	Heterocephalus	210	JH602046	40008840	40008986	147	-	Porcine-circovirus-2	Rep	80	124
Mus-211	ECV.Carnivore	Carnivore endogenous circoviral element	Circovirus	Unclassified	Mus_caroli	Vertebrates	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	211	chr19	46569511	46570017	507	-	Canine-circovirus	Rep	14	182
Ailurus-212	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Ailurus_fulgens	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ailuridae	Ailurus	212	LNAC01000184.1	69490	69897	408	+	Carnivore-endogenous-circovirus	Rep-consensus	2	138
Ailurus-213	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Ailurus_fulgens	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ailuridae	Ailurus	213	LNAC01000223.1	292054	292383	330	+	Carnivore-endogenous-circovirus	Rep-consensus	89	150
Ailurus-214	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Ailurus_fulgens	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ailuridae	Ailurus	214	LNAC01000352.1	462230	462769	540	+	Human-cyclovirus	Rep	187	257
Ailurus-215	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Ailurus_fulgens	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ailuridae	Ailurus	215	LNAC01001293.1	211749	212120	372	+	Carnivore-endogenous-circovirus	Rep-consensus	89	150
Canis-216	ECV.Carnivore	Carnivore endogenous circoviral element	Circovirus	Unclassified	Canis_familiaris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Canis	216	chr15	55022597	55022851	255	-	Anguilla-anguilla-circovirus	Rep	152	233
Canis-217	ECV.Carnivore	Carnivore endogenous circoviral element	Circovirus	Unclassified	Canis_familiaris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Canis	217	chr17	34311813	34312019	207	+	Barbel-circovirus	Rep	205	271
Canis-218	ECV.Carnivore	Carnivore endogenous circoviral element	Circovirus	Unclassified	Canis_familiaris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Canis	218	chr22	61388335	61388616	282	+	Silurus-glanis-circovirus	Rep	37	135
Canis-219	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Canis_familiaris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Canis	219	chr5	30121300	30121617	318	-	Carnivore-endogenous-circovirus	Rep-consensus	63	138
Lycaon-220	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Lycaon_pictus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Lycaon	220	CM007569.1	30121180	30121503	324	-	Carnivore-endogenous-circovirus	Rep-consensus	63	138
Lycaon-221	ECV.Carnivore	Carnivore endogenous circoviral element	Circovirus	Unclassified	Lycaon_pictus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Lycaon	221	CM007582.1	34304187	34304300	114	+	Canary-circovirus	Rep	192	229
Lycaon-222	ECV.Carnivore	Carnivore endogenous circoviral element	Circovirus	Unclassified	Lycaon_pictus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Lycaon	222	CM007587.1	61340650	61340859	210	+	Columbid-circovirus	Rep	220	283
Vulpes-223	ECV.Carnivore	Carnivore endogenous circoviral element	Circovirus	Unclassified	Vulpes_lagopus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Vulpes	223	PISU010014780.1	6676	7419	744	+	Silurus-glanis-circovirus	Rep	37	284
Cryptoprocta-224	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Cryptoprocta_ferox	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Eupleridae	Cryptoprocta	224	PJEU01011843.1	44845	45282	438	+	Carnivore-endogenous-circovirus	Rep-consensus	1	86
Acinonyx-225	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Acinonyx_jubatus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Felidae	Acinonyx	225	gi|961474414|ref|NW_015130760.1|	144313	144807	495	-	Carnivore-endogenous-circovirus	Rep-consensus	1	127
Felis-226	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Felis_catus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Felidae	Felis	226	chrA1	81934538	81935020	483	+	Carnivore-endogenous-circovirus	Rep-consensus	1	149
Felis-227	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Felis_catus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Felidae	Felis	227	chrB1	70965749	70966240	492	+	Carnivore-endogenous-circovirus	Rep-consensus	1	127
Felis-228	ECV.Carnivore	Carnivore endogenous circoviral element	Circovirus	Unclassified	Felis_catus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Felidae	Felis	228	chrD1	106519	106683	165	+	Columbid-circovirus	Rep	232	281
Panthera-229	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Panthera_tigris_altaica	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Felidae	Panthera	229	gi|589289094|ref|NW_006711883.1|	8495870	8496250	381	-	Carnivore-endogenous-circovirus	Rep-consensus	2	127
Prionailurus-230	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Prionailurus_bengalensis_euptilurus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Felidae	Prionailurus	230	BIMV01001968.1	16727	17107	381	+	Carnivore-endogenous-circovirus	Rep-consensus	2	127
Puma-231	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Puma_concolor	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Felidae	Puma	231	NW_020339223.1	137617217	137617597	381	-	Carnivore-endogenous-circovirus	Rep-consensus	2	127
Enhydra-232	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Enhydra_lutris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	232	NW_019154085.1	95126714	95127154	441	-	Carnivore-endogenous-circovirus	Rep-consensus	68	150
Enhydra-233	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Enhydra_lutris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	233	NW_019154087.1	45102603	45103223	621	-	Carnivore-endogenous-circovirus	Rep-consensus	6	150
Enhydra-234	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Enhydra_lutris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	234	NW_019154087.1	81355795	81356514	720	-	Carnivore-endogenous-circovirus	Rep-consensus	1	150
Enhydra-235	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Enhydra_lutris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	235	NW_019154091.1	35561310	35561906	597	+	Carnivore-endogenous-circovirus	Rep-consensus	4	150
Enhydra-236	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Enhydra_lutris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	236	NW_019154099.1	63572454	63572738	285	+	Carnivore-endogenous-circovirus	Rep-consensus	1	92
Enhydra-237	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Enhydra_lutris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	237	NW_019154108.1	28821811	28822098	288	-	Carnivore-endogenous-circovirus	Rep-consensus	89	150
Enhydra-238	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Enhydra_lutris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	238	NW_019154112.1	6789192	6789560	369	+	Carnivore-endogenous-circovirus	Rep-consensus	89	149
Enhydra-239	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Enhydra_lutris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	239	NW_019154118.1	30221193	30221615	423	+	Carnivore-endogenous-circovirus	Rep-consensus	13	150
Enhydra-240	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Enhydra_lutris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	240	NW_019154126.1	12745258	12745848	591	+	Carnivore-endogenous-circovirus	Rep-consensus	1	150
Enhydra-241	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Enhydra_lutris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	241	NW_019154135.1	13998720	13999355	636	+	Carnivore-endogenous-circovirus	Rep-consensus	1	150
Enhydra-242	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Enhydra_lutris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	242	NW_019154144.1	4028241	4028741	501	-	Carnivore-endogenous-circovirus	Rep-consensus	1	165
Enhydra-243	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Enhydra_lutris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	243	NW_019154145.1	10559736	10560368	633	-	Carnivore-endogenous-circovirus	Rep-consensus	1	150
Enhydra-244	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Enhydra_lutris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	244	NW_019154153.1	8839957	8840265	309	+	Carnivore-endogenous-circovirus	Rep-consensus	89	149
Enhydra-245	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Enhydra_lutris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	245	NW_019154163.1	4591506	4591961	456	-	Carnivore-endogenous-circovirus	Rep-consensus	60	150
Enhydra-246	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Enhydra_lutris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	246	NW_019154200.1	804146	804607	462	+	Carnivore-endogenous-circovirus	Rep-consensus	4	150
Gulo-247	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Gulo_gulo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	247	CYRY01000127.1	117154	117462	309	-	Carnivore-endogenous-circovirus	Rep-consensus	91	150
Gulo-248	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Gulo_gulo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	248	CYRY01002745.1	38633	39193	561	+	Carnivore-endogenous-circovirus	Rep-consensus	2	150
Gulo-249	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Gulo_gulo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	249	CYRY01006537.1	91702	92319	618	-	Carnivore-endogenous-circovirus	Rep-consensus	1	150
Gulo-250	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Gulo_gulo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	250	CYRY01008717.1	3620	3934	315	-	Carnivore-endogenous-circovirus	Rep-consensus	89	149
Gulo-251	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Gulo_gulo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	251	CYRY01012200.1	31962	32498	537	+	Carnivore-endogenous-circovirus	Rep-consensus	1	150
Gulo-252	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Gulo_gulo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	252	CYRY01012500.1	32521	32838	318	+	Carnivore-endogenous-circovirus	Rep-consensus	89	136
Gulo-253	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Gulo_gulo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	253	CYRY01018792.1	5712	6098	387	-	Carnivore-endogenous-circovirus	Rep-consensus	33	150
Gulo-254	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Gulo_gulo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	254	CYRY01021107.1	11877	12191	315	+	Carnivore-endogenous-circovirus	Rep-consensus	89	150
Gulo-255	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Gulo_gulo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	255	CYRY01023051.1	1873	2340	468	+	Carnivore-endogenous-circovirus	Rep-consensus	1	149
Mustela-256	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	256	GL896898	4810451	4810720	270	-	Carnivore-endogenous-circovirus	Rep-consensus	88	150
Mustela-257	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	257	GL896899	34542459	34542764	306	-	Carnivore-endogenous-circovirus	Rep-consensus	73	150
Mustela-258	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	258	GL896901	14144147	14144341	195	+	Carnivore-endogenous-circovirus	Rep-consensus	112	150
Mustela-259	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	259	GL896902	4940055	4940363	309	+	Carnivore-endogenous-circovirus	Rep-consensus	89	150
Mustela-260	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	260	GL896902	5018349	5018714	366	-	Carnivore-endogenous-circovirus	Rep-consensus	89	150
Mustela-261	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	261	GL896906	25833266	25833790	525	+	Carnivore-endogenous-circovirus	Rep-consensus	84	150
Mustela-262	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	262	GL896932	13830646	13831359	714	+	Carnivore-endogenous-circovirus	Rep-consensus	2	150
Mustela-263	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	263	GL896935	10506320	10506685	366	-	Carnivore-endogenous-circovirus	Rep-consensus	66	150
Mustela-264	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	264	GL896948	2946960	2947445	486	+	Carnivore-endogenous-circovirus	Rep-consensus	1	148
Mustela-265	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	265	GL896953	3537555	3537734	180	-	Carnivore-endogenous-circovirus	Rep-consensus	106	150
Mustela-266	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	266	GL896958	2405451	2405696	246	-	Carnivore-endogenous-circovirus	Rep-consensus	106	150
Mustela-267	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	267	GL896959	47023	47592	570	-	Carnivore-endogenous-circovirus	Rep-consensus	1	150
Mustela-268	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	268	GL896959	10177750	10178127	378	-	Carnivore-endogenous-circovirus	Rep-consensus	98	151
Mustela-269	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	269	GL896963	1321567	1321944	378	-	Carnivore-endogenous-circovirus	Rep-consensus	96	150
Mustela-270	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	270	GL896964	679013	679306	294	+	Carnivore-endogenous-circovirus	Rep-consensus	88	150
Mustela-271	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	271	GL896973	8879097	8879561	465	+	Carnivore-endogenous-circovirus	Rep-consensus	66	150
Mustela-272	ECV.Carnivore	Carnivore endogenous circoviral element	Circovirus	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	272	GL896982	2227913	2228131	219	+	Columbid-circovirus	Rep	216	288
Mustela-273	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	273	GL896992	1466718	1467269	552	-	Carnivore-endogenous-circovirus	Rep-consensus	1	169
Mustela-274	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	274	GL897015	6605431	6605613	183	+	Carnivore-endogenous-circovirus	Rep-consensus	87	146
Mustela-275	ECV.Carnivore	Carnivore endogenous circoviral element	Circovirus	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	275	GL897020	3952161	3952385	225	-	Columbid-circovirus	Rep	227	283
Mustela-276	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	276	GL897020	3987437	3987733	297	-	Carnivore-endogenous-circovirus	Rep-consensus	89	150
Mustela-277	ECV.Carnivore	Carnivore endogenous circoviral element	Circovirus	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	277	GL897048	174657	174812	156	+	Columbid-circovirus	Rep	232	283
Mustela-278	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	278	GL897054	3185613	3186035	423	-	Carnivore-endogenous-circovirus	Rep-consensus	89	150
Mustela-279	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	279	GL897055	5116864	5117229	366	+	Carnivore-endogenous-circovirus	Rep-consensus	62	150
Mustela-280	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	280	GL897063	649117	649335	219	-	Carnivore-endogenous-circovirus	Rep-consensus	89	149
Mustela-281	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	281	GL897066	711013	711300	288	-	Carnivore-endogenous-circovirus	Rep-consensus	92	156
Mustela-282	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	282	GL897092	1665284	1665691	408	-	Carnivore-endogenous-circovirus	Rep-consensus	68	150
Mustela-283	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	283	GL897099	3483470	3483769	300	-	Carnivore-endogenous-circovirus	Rep-consensus	88	136
Mustela-284	ECV.Carnivore	Carnivore endogenous circoviral element	Circovirus	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	284	GL897105	374579	374809	231	-	Columbid-circovirus	Rep	220	283
Mustela-285	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	285	GL897136	1082346	1083005	660	-	Carnivore-endogenous-circovirus	Rep-consensus	1	169
Mustela-286	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	286	GL897339	282518	282847	330	+	Carnivore-endogenous-circovirus	Rep-consensus	97	150
Mustela-287	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Mustela_putorius_furo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	287	GL897344	56002	56538	537	-	Carnivore-endogenous-circovirus	Rep-consensus	4	150
Neovison-288	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Neovison_vison	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	288	FNWR01000002.1	10476634	10476930	297	+	Carnivore-endogenous-circovirus	Rep-consensus	89	150
Neovison-289	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Neovison_vison	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	289	FNWR01000051.1	3763545	3763991	447	+	Carnivore-endogenous-circovirus	Rep-consensus	68	150
Neovison-290	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Neovison_vison	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	290	FNWR01000061.1	755406	756032	627	-	Carnivore-endogenous-circovirus	Rep-consensus	2	150
Neovison-291	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Neovison_vison	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	291	FNWR01000074.1	905825	906427	603	-	Carnivore-endogenous-circovirus	Rep-consensus	1	150
Neovison-292	ECV.Carnivore	Carnivore endogenous circoviral element	Unclassified	Unclassified	Neovison_vison	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	292	FNWR01000124.1	5263340	5263930	591	+	Carnivore-endogenous-circovirus	Rep-consensus	1	150
